sc_0,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_13,sc_14,sc_15,sc_16,sc_17,sc_18,sc_19,sc_20,sc_21,sc_22,sc_23,sc_24,sc_25,sc_26,sc_27,sc_28,sc_29,sc_30,sc_31,sc_32,sc_33,sc_34,sc_35,sc_36,sc_37,sc_38,sc_39,sc_40,sc_41,sc_42,sc_43,sc_44,sc_45,sc_46,sc_47,sc_48,sc_49,sc_50,sc_51,sc_52,sc_53,sc_54,sc_55,sc_56,sc_57,sc_58,sc_59,sc_60,sc_61,sc_62,sc_63,pos_x,pos_y
0.00,10.77,7.28,4.00,2.24,5.10,8.54,11.18,13.00,13.00,13.93,14.56,13.60,13.34,12.17,10.20,7.28,5.39,2.83,2.00,3.61,5.39,7.28,9.22,10.05,11.00,12.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.83,8.94,12.53,13.89,16.64,18.03,19.42,19.42,18.03,17.20,15.26,12.21,9.43,6.40,2.24,2.83,5.10,9.06,13.15,16.12,17.26,19.42,19.65,19.92,19.31,17.09,3.0,2.0
0.00,10.44,6.32,3.61,3.16,5.00,8.60,11.66,13.04,13.04,14.42,15.00,14.21,13.45,12.04,10.63,7.81,5.83,3.16,2.24,3.16,5.10,7.28,8.54,10.30,10.82,10.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.83,9.43,12.53,14.76,16.55,18.38,19.70,19.70,18.38,17.46,15.23,12.08,8.94,6.32,2.00,2.00,5.83,8.06,12.53,15.65,17.46,19.31,20.25,19.92,18.68,16.49,3.0,2.0
0.00,21.02,21.02,20.62,19.31,16.76,14.56,11.70,7.62,4.24,4.00,6.40,9.22,12.04,15.62,17.69,19.80,19.80,21.21,20.52,18.38,15.56,13.45,10.00,6.71,5.00,5.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.12,3.00,1.41,3.00,5.10,7.28,8.54,11.70,12.65,14.56,15.52,16.28,16.28,15.13,14.04,12.00,10.00,8.00,5.10,2.83,3.00,6.71,9.43,13.04,15.81,18.87,0.00,43.08,43.66,40.80,39.56,32.98,28.86,21.84,14.87,8.49,9.06,13.60,19.10,26.17,32.53,37.48,39.62,42.52,41.87,41.23,37.01,32.65,26.17,21.26,14.76,11.00,11.31,15.23,20.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.81,10.00,7.21,5.39,2.83,6.00,10.20,14.32,18.44,22.56,26.31,29.43,31.14,32.06,32.00,29.02,27.17,24.33,19.42,14.32,9.06,5.00,7.07,13.42,20.59,27.29,33.12,37.12,3.0,2.0
0.00,11.40,13.42,16.55,17.46,19.70,19.70,19.24,18.36,15.65,13.89,12.53,9.85,8.54,7.07,5.10,6.40,6.40,8.06,10.30,10.82,12.21,12.04,12.04,11.66,11.18,10.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.76,17.26,17.00,17.12,15.30,14.56,11.40,9.22,7.00,6.71,8.49,10.82,12.53,15.65,17.89,19.24,19.72,19.72,21.95,21.10,18.87,17.00,13.42,11.70,9.06,8.25,3.0,2.0
0.00,12.04,9.49,8.60,8.94,10.20,12.04,14.00,16.03,15.03,16.00,16.00,15.00,14.00,13.04,12.04,10.00,7.00,5.10,4.47,4.24,5.39,6.32,7.28,8.54,9.43,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.31,13.45,15.81,17.89,18.97,19.65,19.24,18.03,16.00,14.00,12.00,9.06,7.62,7.07,8.54,11.18,14.04,16.00,20.00,22.00,23.00,23.02,23.02,22.09,20.10,18.03,3.0,2.0
0.00,12.21,10.77,9.06,9.49,10.82,13.45,14.87,16.28,15.62,16.28,16.28,16.28,15.56,14.14,12.73,9.90,8.49,5.83,4.47,4.00,5.39,6.71,7.62,8.54,10.44,10.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.05,13.00,16.12,17.46,19.31,19.24,18.87,17.80,16.28,14.87,12.04,9.43,7.28,8.06,8.94,12.04,13.45,16.28,20.52,22.67,23.35,24.76,24.04,22.63,21.21,18.38,3.0,2.0
0.00,20.62,20.25,19.92,18.68,16.28,14.32,11.18,8.25,5.00,4.12,5.83,10.00,13.45,15.62,19.21,20.81,22.20,22.47,21.63,20.25,18.03,15.81,12.81,8.49,6.32,6.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.08,5.00,3.16,2.83,4.12,6.08,7.28,9.22,11.40,13.34,14.32,15.30,15.13,15.03,14.00,13.04,11.05,9.06,6.08,4.12,2.24,5.39,8.06,11.66,14.76,17.00,3.0,2.0
0.00,24.04,21.93,18.38,15.56,12.21,9.85,8.00,7.62,9.22,10.63,12.81,15.00,15.81,16.40,16.40,16.28,14.14,13.45,11.40,9.43,7.21,5.00,3.61,4.12,5.00,6.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.10,4.24,6.32,9.22,12.37,15.81,18.38,19.72,21.63,22.02,21.93,20.62,18.44,16.40,12.81,10.00,7.62,7.07,9.43,13.45,17.03,20.00,22.80,24.84,26.25,26.17,3.0,2.0
0.00,22.67,21.26,17.69,14.14,10.63,7.62,6.00,7.21,7.81,10.30,12.08,13.93,14.32,15.65,15.65,15.26,13.04,11.40,10.00,7.81,6.40,4.47,3.00,3.61,5.00,6.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.08,4.12,6.40,8.94,12.53,15.26,18.60,21.26,21.93,22.80,23.02,21.10,19.24,15.65,12.53,10.00,7.21,6.00,8.94,12.04,15.56,18.44,22.02,24.08,25.50,25.46,3.0,2.0
0.00,22.20,20.10,17.12,14.14,11.40,7.62,6.40,6.08,6.08,8.54,10.30,11.66,13.04,13.89,14.76,14.76,13.00,11.70,10.44,9.22,7.07,5.10,4.12,2.83,3.16,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,5.39,8.06,11.18,14.32,16.76,19.42,20.10,21.02,21.02,20.10,18.25,16.28,14.14,11.05,8.06,5.83,6.71,10.05,13.04,16.28,19.42,21.38,23.54,24.33,24.33,3.0,2.0
0.00,23.32,21.10,17.49,14.76,10.77,8.06,6.32,7.07,8.94,10.44,13.34,14.32,15.30,15.52,16.49,15.81,13.00,12.08,10.30,8.06,5.83,4.12,3.00,3.61,5.00,6.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,3.61,4.47,8.06,11.18,14.56,18.03,20.12,21.10,22.20,22.02,20.52,18.38,16.28,12.73,10.00,7.28,6.32,9.22,13.04,15.65,19.70,22.36,25.50,25.94,26.42,3.0,2.0
0.00,22.20,23.02,22.47,21.47,19.24,17.00,14.76,11.66,9.22,7.21,7.28,7.00,9.22,10.44,12.37,13.60,13.34,13.15,13.04,12.04,11.18,10.20,8.54,7.62,5.39,5.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.32,12.37,10.20,8.25,7.21,6.40,8.54,11.40,13.60,17.09,18.79,20.59,20.25,21.40,19.85,19.10,16.28,14.87,13.60,11.18,10.05,10.20,12.08,14.42,17.80,19.21,3.0,2.0
0.00,22.20,22.47,22.83,20.59,19.24,17.00,14.76,12.53,9.22,7.81,7.62,8.06,9.00,11.05,12.04,13.04,13.00,13.04,13.15,12.37,10.44,9.85,8.06,7.21,5.83,5.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.21,13.04,11.18,8.94,7.21,7.21,8.54,10.20,13.34,15.52,17.72,19.31,19.70,20.59,20.25,18.87,17.20,15.00,13.89,11.70,10.05,10.20,12.08,14.42,16.40,19.21,3.0,2.0
0.00,21.84,21.84,22.14,20.62,19.31,17.46,15.23,12.65,10.20,9.00,8.25,8.06,9.22,10.63,12.04,13.45,12.73,13.45,13.60,13.04,12.53,12.08,10.44,9.22,8.25,7.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.85,8.94,6.71,5.39,5.10,7.62,8.94,12.08,14.32,15.81,17.72,18.44,19.10,19.03,18.00,16.00,14.00,12.04,11.18,9.49,9.22,10.00,12.08,14.56,16.49,19.42,3.0,2.0
0.00,16.40,19.21,19.85,20.52,20.52,19.21,17.80,14.42,10.82,8.60,6.40,3.61,3.00,5.00,6.40,8.60,10.00,10.82,12.21,12.21,12.21,10.82,9.43,8.60,6.71,5.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.03,15.13,13.15,11.40,9.49,5.83,4.47,4.47,7.21,10.30,13.89,16.12,18.36,19.72,20.25,21.40,19.85,19.10,18.44,15.62,12.73,9.22,6.71,6.08,7.81,10.63,3.0,2.0
0.00,16.00,19.03,20.10,20.22,19.42,17.72,15.81,13.00,9.85,6.32,4.00,2.24,4.12,6.00,9.06,11.05,11.05,12.00,12.00,12.00,11.00,10.00,8.00,7.07,5.10,2.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.80,17.69,16.97,14.87,12.81,10.00,7.62,4.00,4.24,7.07,11.00,14.04,16.03,19.03,20.02,21.10,20.22,19.42,19.65,16.76,13.60,10.20,7.00,5.00,7.62,11.05,3.0,2.0
0.00,16.40,18.60,18.87,19.72,19.24,17.46,16.16,13.60,10.44,8.25,5.39,2.83,3.16,5.00,7.81,9.22,10.63,11.31,12.04,12.73,12.04,11.31,9.90,9.22,7.81,5.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.09,15.52,14.32,12.17,10.05,7.07,5.00,4.00,6.71,10.00,12.81,15.62,17.80,18.60,20.25,20.59,18.79,18.38,18.03,15.81,11.70,8.94,5.66,5.00,7.62,10.00,3.0,2.0
0.00,13.00,10.20,8.25,8.60,10.00,13.00,14.87,16.76,16.76,17.72,17.72,17.72,16.76,15.81,14.56,12.65,9.49,8.06,6.00,5.10,5.00,6.40,7.81,8.60,10.63,10.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,11.05,13.34,15.81,17.00,18.03,18.44,16.97,15.62,13.60,10.82,7.81,5.00,4.12,6.40,9.43,11.66,14.76,19.24,21.95,23.32,23.85,23.85,23.02,21.63,18.87,3.0,2.0
0.00,12.00,10.44,8.60,9.43,10.44,13.15,15.03,17.00,17.00,17.00,18.00,18.00,17.03,16.03,14.04,13.04,10.00,8.00,6.08,5.39,5.66,6.40,7.21,8.06,9.43,10.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.82,13.00,14.56,16.12,17.00,17.12,17.46,15.81,13.93,11.70,8.54,6.08,5.39,5.83,8.25,11.18,14.04,17.12,21.10,22.20,23.19,24.33,23.35,22.56,20.40,18.44,3.0,2.0
0.00,10.77,7.81,6.71,8.00,9.49,12.53,13.89,16.64,15.81,17.20,17.20,16.64,16.64,15.26,13.89,12.21,9.43,7.81,6.40,5.39,6.00,7.07,8.25,9.22,10.05,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.40,13.45,15.62,17.49,17.46,18.68,18.25,17.03,15.00,12.00,10.00,7.07,5.00,5.10,8.06,10.44,12.65,15.81,19.92,21.19,22.14,23.09,22.80,21.84,19.65,17.72,3.0,2.0
0.00,11.18,8.94,7.21,9.22,11.00,13.15,15.30,17.46,16.49,17.46,17.46,16.49,15.52,14.56,12.37,10.44,8.54,6.40,6.40,6.32,7.07,8.00,10.05,11.05,11.40,11.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.71,9.85,12.37,14.14,16.03,17.03,18.25,17.72,16.16,14.32,11.18,8.54,6.08,4.47,5.39,8.06,11.00,14.00,18.00,20.00,22.00,22.02,22.02,21.10,19.10,17.03,3.0,2.0
0.00,11.70,9.06,8.54,9.22,10.82,13.00,14.87,16.76,16.76,16.76,17.72,16.76,16.76,15.81,13.60,11.70,9.49,7.28,6.00,5.39,5.83,7.07,7.81,9.22,9.90,10.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.22,12.00,14.04,15.52,16.16,17.00,16.64,15.62,14.14,11.31,8.49,6.40,4.12,5.00,7.21,10.30,13.42,16.55,19.70,21.47,22.36,22.83,22.83,21.95,19.72,17.49,3.0,2.0
0.00,12.65,10.00,9.49,10.00,12.21,14.76,17.00,18.79,17.46,17.89,17.89,17.89,17.00,15.65,13.42,12.08,9.49,7.28,7.00,6.32,7.21,8.60,9.43,10.82,11.18,11.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.54,11.18,13.04,16.03,17.26,18.03,17.89,17.49,15.00,12.81,10.63,8.06,6.08,5.39,7.81,10.30,13.42,15.65,20.12,22.36,22.83,24.19,23.32,22.47,21.10,17.49,3.0,2.0
0.00,11.66,10.44,9.06,9.85,11.40,14.14,15.62,17.03,16.40,16.40,17.03,15.62,14.87,13.45,12.04,10.00,7.21,6.32,5.00,6.08,6.32,7.62,8.94,9.49,10.20,11.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.06,11.05,14.00,16.12,16.76,17.46,18.36,17.20,15.62,13.45,12.04,8.60,6.32,6.08,7.21,10.63,12.81,15.81,20.00,21.40,22.80,23.43,22.67,21.93,20.52,17.69,3.0,2.0
