sc_0,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_13,sc_14,sc_15,sc_16,sc_17,sc_18,sc_19,sc_20,sc_21,sc_22,sc_23,sc_24,sc_25,sc_26,sc_27,sc_28,sc_29,sc_30,sc_31,sc_32,sc_33,sc_34,sc_35,sc_36,sc_37,sc_38,sc_39,sc_40,sc_41,sc_42,sc_43,sc_44,sc_45,sc_46,sc_47,sc_48,sc_49,sc_50,sc_51,sc_52,sc_53,sc_54,sc_55,sc_56,sc_57,sc_58,sc_59,sc_60,sc_61,sc_62,sc_63,pos_x,pos_y
0.00,13.89,13.60,11.40,10.63,10.63,11.40,12.21,12.81,14.21,14.87,14.87,15.00,14.42,14.76,13.42,12.08,9.85,9.43,7.81,7.81,9.85,10.44,12.37,14.56,16.76,17.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.34,13.93,14.76,16.64,18.03,18.87,19.72,20.59,19.72,19.24,17.89,17.00,15.65,13.42,12.21,11.40,11.31,12.04,12.81,13.60,15.62,15.62,16.97,16.28,17.03,16.40,1.0,2.0
0.00,20.10,18.11,16.00,12.04,9.06,6.71,5.83,7.07,10.05,12.17,15.30,18.11,20.10,20.02,21.00,20.02,19.10,17.12,14.04,12.00,8.06,5.83,6.32,8.06,11.40,14.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.06,4.12,4.47,7.07,10.44,13.93,17.09,18.97,20.88,21.59,21.38,21.21,19.10,16.03,13.00,10.00,6.08,3.61,5.00,7.62,10.77,15.23,17.09,18.97,21.84,21.59,1.0,2.0
0.00,20.62,19.92,18.68,17.46,15.52,13.60,11.70,11.18,10.00,10.63,11.40,12.21,13.04,14.42,15.00,14.42,13.60,13.04,11.66,11.18,10.20,11.05,11.05,12.37,13.60,14.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.93,10.44,7.07,4.47,5.39,10.05,13.04,17.03,19.24,21.59,23.09,23.77,22.83,21.63,20.00,17.03,14.14,11.31,8.60,7.28,7.07,9.85,12.21,15.26,18.87,19.24,1.0,2.0
0.00,21.40,21.63,20.25,18.87,16.12,15.26,13.60,12.04,11.40,11.66,12.53,14.32,15.23,15.23,15.23,15.23,15.23,14.87,13.60,12.37,12.04,11.05,12.37,13.00,14.32,16.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,10.05,5.39,4.47,7.07,11.40,14.56,17.46,20.40,22.09,24.02,24.02,23.35,22.56,19.92,18.03,14.32,11.70,9.22,8.06,8.94,10.63,13.45,16.28,19.10,21.21,1.0,2.0
0.00,7.07,9.49,11.66,13.60,16.28,17.69,19.10,19.10,17.69,16.28,15.56,14.14,12.04,10.00,8.06,6.32,5.00,5.39,7.21,8.49,9.90,10.63,12.21,11.66,12.08,11.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.63,12.81,13.89,15.23,15.52,16.12,15.00,13.04,10.05,8.06,5.00,2.83,5.10,7.62,9.85,13.00,15.23,17.09,20.62,20.25,20.25,19.31,18.03,15.23,12.53,10.00,1.0,2.0
0.00,8.54,10.00,12.81,14.42,16.12,17.89,19.24,19.24,17.89,17.00,16.55,15.65,13.42,12.08,9.49,8.25,7.00,5.39,5.83,7.07,7.81,9.22,10.63,11.40,11.66,11.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.04,14.56,15.23,15.26,15.62,14.14,12.81,10.00,7.81,5.00,4.00,5.00,7.81,11.40,13.60,15.00,17.20,19.21,21.26,21.26,21.26,19.85,17.69,15.62,13.04,9.85,1.0,2.0
0.00,7.81,8.54,10.05,13.04,15.13,16.12,17.26,17.26,16.12,15.13,15.30,13.15,11.18,10.20,8.25,6.71,5.00,4.47,5.10,7.00,8.00,9.00,9.00,10.05,10.44,10.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.42,15.65,15.81,16.28,15.03,15.03,13.15,11.18,8.06,6.08,5.00,5.39,8.06,11.05,13.00,16.03,18.03,19.03,21.02,21.10,20.10,19.10,18.11,15.03,13.00,10.20,1.0,2.0
0.00,7.62,10.05,11.40,14.87,16.16,17.46,18.38,19.70,17.46,16.16,15.23,14.32,12.53,10.30,8.49,7.21,6.32,7.00,8.06,9.22,10.20,11.40,12.17,12.00,12.04,11.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.31,13.04,14.32,14.87,16.28,15.03,14.04,12.17,10.20,8.06,5.10,4.24,5.10,8.06,10.20,13.34,15.30,17.26,20.22,20.22,20.22,19.10,17.12,15.30,12.37,9.85,1.0,2.0
0.00,12.37,12.17,12.04,12.00,12.17,12.17,13.34,14.87,15.81,16.16,15.81,15.81,14.56,14.32,14.32,12.37,11.40,10.44,9.85,10.30,10.30,10.30,11.66,12.21,13.42,14.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.30,11.40,10.63,11.31,11.40,12.81,12.81,12.81,12.81,12.73,12.04,12.81,12.04,11.40,12.04,11.40,11.66,13.00,14.56,16.76,17.72,18.68,19.92,19.92,20.25,20.62,1.0,2.0
0.00,21.21,19.42,17.46,14.32,11.18,8.00,7.28,6.40,7.21,9.85,12.08,14.32,15.23,15.65,16.12,16.64,15.81,13.89,11.66,9.85,7.07,6.08,7.21,8.60,11.18,13.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.25,4.12,4.12,8.25,13.00,16.16,19.31,22.14,24.04,25.71,25.32,24.19,22.02,19.00,16.00,13.00,9.06,6.71,5.83,8.00,11.05,15.13,17.12,20.10,22.02,23.00,1.0,2.0
0.00,21.10,19.10,17.12,14.14,11.05,9.06,6.71,7.07,8.06,10.77,12.65,13.93,16.16,17.46,17.89,17.00,16.12,14.76,13.42,10.77,9.06,7.28,8.06,9.22,11.66,14.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.54,4.00,3.16,7.28,10.77,15.23,19.31,21.19,23.77,24.74,24.33,23.19,21.02,19.00,15.00,12.00,8.06,5.39,5.39,8.06,11.18,15.30,17.26,20.10,22.09,22.00,1.0,2.0
0.00,19.85,18.44,14.87,12.04,8.60,6.71,4.12,5.66,8.06,10.30,13.00,14.76,16.12,16.64,17.20,16.40,15.00,13.60,10.82,8.06,5.10,3.61,6.32,9.06,12.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2.83,5.00,8.49,13.45,17.69,20.52,24.04,25.46,26.17,26.25,24.21,22.20,19.42,15.26,11.66,7.81,4.47,4.47,7.81,10.82,14.76,17.49,19.72,21.10,22.20,1.0,2.0
0.00,20.00,17.80,14.21,12.21,8.60,6.08,5.39,6.40,8.94,11.18,13.93,15.65,17.89,18.36,18.36,16.64,17.20,13.89,11.66,8.94,6.08,5.39,6.71,9.22,12.04,15.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,3.61,4.12,8.49,13.45,17.03,21.26,23.35,25.46,26.17,26.25,24.21,22.20,19.42,15.26,11.66,7.21,4.47,3.61,7.21,11.18,14.32,17.89,19.24,21.95,22.47,1.0,2.0
0.00,20.00,18.03,15.13,13.04,10.05,8.06,7.62,7.21,9.22,10.00,12.21,12.81,14.14,14.87,14.87,14.21,12.81,12.04,9.90,8.60,8.54,9.06,10.20,12.37,14.87,16.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.63,7.62,7.07,9.22,13.45,16.28,19.85,22.63,24.76,24.84,25.00,23.02,20.59,17.89,14.32,11.18,8.06,5.83,6.00,9.49,11.70,14.87,18.03,19.65,21.38,21.21,1.0,2.0
0.00,20.25,18.68,15.52,13.34,10.44,8.94,7.81,7.21,8.94,10.77,11.70,13.00,14.32,14.32,14.76,13.89,13.04,11.66,11.18,9.22,9.00,9.22,10.30,12.21,15.00,16.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.30,7.07,7.21,9.43,13.00,16.16,20.25,22.85,24.60,25.94,24.70,23.60,20.62,17.69,14.14,11.31,7.21,6.08,6.32,9.22,12.04,15.62,17.80,19.42,21.10,21.47,1.0,2.0
0.00,20.25,18.36,15.65,13.42,10.30,7.81,6.40,5.10,6.08,8.25,10.77,11.70,13.60,14.56,15.52,14.32,13.15,12.37,10.44,8.54,6.40,6.32,7.07,9.49,12.08,15.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.05,5.83,4.00,7.81,12.73,16.28,20.52,24.04,25.46,26.25,26.40,25.81,22.47,20.59,16.12,13.04,9.43,5.66,5.00,7.21,9.90,13.45,16.97,18.38,20.52,21.40,1.0,2.0
0.00,19.10,17.69,14.87,11.31,8.49,5.39,5.10,7.07,9.43,13.04,15.26,18.03,20.00,21.26,20.52,21.21,19.10,17.69,14.87,11.31,8.06,6.00,5.66,9.85,13.60,17.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.71,3.61,4.12,7.81,10.63,14.21,17.03,19.21,20.62,21.26,21.21,20.52,18.44,16.40,13.60,10.00,6.40,4.12,3.61,7.21,10.30,13.89,16.12,19.42,20.81,21.40,1.0,2.0
0.00,19.72,17.49,15.26,11.66,8.60,5.83,6.00,6.71,10.00,12.81,16.40,18.60,20.25,21.95,21.95,22.36,20.62,18.38,15.23,12.53,8.60,5.39,6.32,8.49,12.81,16.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,3.61,4.00,6.71,10.00,12.81,16.40,18.60,20.00,20.81,21.10,20.59,17.89,15.23,12.08,8.94,5.83,3.16,4.47,8.49,12.04,14.87,16.97,19.10,21.26,21.40,1.0,2.0
0.00,15.65,17.46,18.97,18.97,18.44,17.26,15.03,12.00,8.00,6.08,3.00,0.00,3.16,5.39,8.06,10.30,10.82,11.66,12.21,12.21,11.66,10.82,9.43,7.21,5.39,4.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.04,13.15,13.60,11.70,10.30,7.81,5.83,4.12,5.66,8.54,11.18,14.14,16.12,18.11,18.25,18.25,18.44,17.46,16.76,13.60,10.44,7.28,3.00,3.00,6.71,9.85,1.0,2.0
0.00,18.03,19.00,20.02,20.10,20.22,19.42,16.49,14.87,10.77,8.94,5.83,3.16,1.41,3.16,5.00,7.21,8.06,10.30,11.18,11.18,11.18,10.30,9.43,8.60,7.21,5.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.65,12.17,11.05,9.00,7.28,4.47,4.00,5.00,7.81,11.18,13.42,16.16,17.46,18.38,18.79,18.36,17.49,16.12,15.81,12.21,9.43,5.39,3.16,5.10,8.00,12.04,1.0,2.0
0.00,17.20,20.00,20.62,20.52,20.52,19.21,17.20,14.42,11.66,8.94,5.83,2.83,1.00,3.16,5.10,8.25,9.22,10.20,11.18,11.18,11.18,11.18,10.20,9.06,7.07,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.89,12.81,11.31,10.00,6.71,5.10,3.61,5.00,7.28,10.77,13.42,15.65,17.00,17.89,18.79,18.38,17.09,15.81,14.56,11.70,8.54,5.00,3.16,5.00,8.60,11.66,1.0,2.0
0.00,18.03,19.92,20.62,20.40,20.22,19.10,17.00,14.00,11.05,8.06,6.08,3.00,1.00,3.61,6.40,7.81,9.22,10.63,12.04,12.04,12.04,11.31,10.63,9.22,7.81,6.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.04,13.04,12.17,10.20,7.62,5.66,4.00,4.24,6.71,10.44,13.34,15.30,16.49,17.46,18.44,17.46,16.76,14.87,13.93,11.70,8.54,4.12,2.83,5.00,8.54,11.70,1.0,2.0
0.00,16.12,18.03,19.00,19.03,19.24,18.44,16.76,14.87,11.18,8.06,5.83,3.16,2.24,3.16,5.00,8.00,9.00,10.00,12.00,12.00,12.04,12.00,11.05,10.00,9.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.87,13.60,13.04,12.08,9.49,8.00,6.32,6.40,8.25,10.05,12.04,15.03,16.03,17.03,18.03,18.00,17.03,16.12,16.28,13.34,10.20,7.07,4.12,4.47,7.00,10.05,1.0,2.0
0.00,22.02,20.62,17.80,15.00,11.40,8.49,4.47,4.12,5.66,8.06,11.18,13.42,15.65,17.00,17.49,17.49,17.49,15.26,13.89,11.18,8.54,6.00,5.00,6.32,9.00,12.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.66,2.00,4.12,8.25,12.65,15.81,18.97,22.14,24.04,24.74,23.54,22.36,20.22,17.12,14.04,10.05,6.08,2.24,4.24,7.81,12.21,15.81,18.60,21.26,23.35,23.35,1.0,2.0
0.00,8.94,9.43,9.43,9.43,9.22,9.22,9.22,8.60,8.54,9.22,9.06,9.06,9.06,7.28,6.32,5.66,4.47,4.12,3.16,4.24,6.71,9.22,10.05,11.05,11.00,12.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.68,19.65,19.42,18.25,17.03,17.00,14.14,13.34,11.18,10.20,8.54,5.83,4.24,4.12,3.00,3.00,3.61,5.00,6.40,7.07,7.07,7.07,6.40,5.66,5.66,4.47,1.0,2.0
0.00,11.40,11.66,12.08,13.60,14.56,14.87,16.16,16.55,14.76,14.42,13.60,12.04,10.63,9.22,7.81,7.62,6.08,7.00,8.06,8.25,9.49,10.44,10.44,9.49,9.85,8.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,12.37,13.60,14.56,15.81,15.52,15.52,14.56,13.60,11.70,10.77,9.43,9.22,9.22,10.30,11.18,13.42,14.76,17.49,18.60,18.44,18.38,17.69,17.03,15.62,14.21,1.0,2.0
0.00,20.62,18.60,15.81,12.21,8.60,5.00,3.00,4.24,6.71,9.85,12.08,13.89,15.26,15.81,16.40,15.62,14.87,13.45,10.00,8.06,5.10,4.47,5.83,8.25,11.18,14.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.08,3.61,5.10,9.85,14.76,18.36,21.95,24.19,26.42,25.94,25.50,24.17,21.54,18.03,14.87,10.77,5.83,4.12,6.40,9.22,13.60,17.20,19.21,21.26,23.35,24.04,1.0,2.0
0.00,21.59,19.42,16.28,13.15,9.22,5.83,4.47,5.10,7.62,10.30,13.04,14.76,16.55,17.46,17.09,16.76,15.81,13.60,11.40,8.54,5.83,4.12,5.39,7.07,10.00,12.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.81,3.16,4.47,9.06,13.04,17.00,20.00,23.02,25.02,25.08,24.19,23.19,20.40,17.26,13.15,9.06,5.10,3.61,6.32,9.85,14.32,17.46,19.70,22.47,24.35,24.04,1.0,2.0
0.00,4.47,6.32,8.94,11.66,14.76,16.55,17.46,17.72,16.28,15.13,14.04,12.04,9.06,7.28,4.12,1.41,2.24,4.47,6.71,8.60,10.00,11.40,11.40,12.04,11.40,10.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.90,11.66,13.42,15.81,16.49,17.46,17.26,16.12,14.04,12.00,10.20,7.62,5.00,6.08,8.25,11.70,13.93,16.16,18.97,19.65,19.42,19.24,18.11,16.12,13.04,9.06,1.0,2.0
0.00,3.61,4.12,7.21,10.82,12.21,14.42,15.65,16.16,14.56,14.32,12.04,10.05,8.06,5.39,3.61,1.41,3.16,5.10,8.25,9.49,10.77,11.70,12.08,12.08,12.08,10.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.43,12.08,14.56,16.28,18.11,18.11,18.03,17.00,15.03,13.15,10.44,8.06,6.40,7.07,9.22,11.70,13.93,16.16,19.31,19.92,19.65,19.42,18.25,16.12,13.04,10.05,1.0,2.0
0.00,3.61,6.32,9.22,12.17,14.32,16.49,16.76,17.46,14.76,14.42,12.81,10.63,8.60,5.39,3.00,2.24,4.47,6.40,8.49,10.63,11.40,12.21,12.21,12.21,12.21,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.22,12.04,13.00,15.13,16.28,16.49,15.81,15.23,12.53,10.00,7.81,6.32,6.08,7.81,10.63,13.60,15.81,17.20,20.00,20.62,19.85,19.10,16.97,14.87,12.04,7.81,1.0,2.0
0.00,2.83,5.39,8.06,11.05,13.15,15.52,15.81,16.16,13.42,13.04,11.40,9.90,7.21,5.39,3.00,2.24,4.12,5.83,7.81,9.22,10.63,11.40,11.40,11.40,10.00,9.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.25,11.00,12.04,14.14,14.56,14.87,14.87,13.42,11.66,9.22,7.81,6.32,5.39,7.81,9.22,12.21,14.42,15.26,18.60,18.60,18.44,17.69,16.28,14.14,11.31,7.81,1.0,2.0
0.00,2.83,5.10,8.06,12.04,13.15,15.30,16.49,15.81,13.93,13.42,12.21,9.90,7.81,5.39,3.00,2.24,4.12,5.83,7.81,9.90,10.63,11.40,11.40,11.40,10.63,9.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.06,11.00,13.15,14.32,14.87,15.23,15.23,13.89,12.21,9.22,7.81,6.08,5.39,7.81,10.00,12.53,14.76,16.12,18.87,19.42,18.60,17.80,16.28,13.45,10.63,7.21,1.0,2.0
0.00,6.71,9.22,11.31,13.45,15.56,17.03,17.20,17.49,14.32,13.93,11.40,10.05,8.00,5.00,2.24,0.00,3.16,5.39,7.62,8.94,10.30,10.82,10.82,11.40,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.18,13.04,15.00,14.87,15.56,14.87,15.00,13.04,11.18,9.49,8.00,7.62,8.60,10.00,12.21,14.42,15.26,18.03,20.00,19.85,19.10,17.69,15.56,13.45,9.90,7.21,1.0,2.0
0.00,6.40,9.22,11.40,13.45,14.87,15.56,15.62,15.81,13.42,12.08,10.44,8.25,5.10,3.16,1.00,3.61,5.00,7.21,8.60,10.00,11.40,10.63,10.63,9.90,9.22,7.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.06,9.85,11.66,12.21,14.21,14.21,14.14,12.73,11.40,9.43,7.62,6.00,5.83,7.07,9.43,11.66,13.89,15.26,16.64,17.20,17.03,15.56,14.14,11.31,9.22,5.83,1.0,2.0
0.00,4.47,6.00,9.22,12.17,14.14,16.12,17.00,17.03,14.32,13.60,12.08,10.00,7.81,5.00,2.24,2.00,3.61,5.66,7.81,9.43,11.18,10.77,11.70,11.40,10.44,9.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.43,11.40,13.15,15.03,17.03,17.12,17.26,16.28,15.52,13.93,12.08,10.63,8.60,9.22,10.05,13.15,14.32,16.49,19.42,20.22,20.10,19.03,18.00,15.03,12.00,9.06,1.0,2.0
0.00,6.71,5.00,6.00,8.25,10.77,13.00,14.56,15.30,14.14,14.00,13.04,11.18,9.49,7.28,5.39,2.24,1.00,3.16,5.83,6.71,8.94,9.85,10.77,10.77,10.77,9.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,10.20,12.65,14.32,15.65,16.64,17.20,17.20,15.81,14.21,12.04,9.90,7.21,6.32,7.07,8.94,10.82,12.81,16.64,18.36,19.24,19.70,19.31,17.72,15.52,13.34,1.0,2.0
0.00,7.21,3.61,3.16,7.07,9.43,12.21,13.60,14.87,14.14,13.60,13.04,11.18,9.49,8.25,5.10,3.00,1.00,3.00,5.00,7.00,9.00,10.00,10.00,11.00,11.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.28,10.00,12.17,14.32,15.81,18.03,18.38,17.46,17.46,15.65,13.42,10.82,7.81,5.83,6.08,8.06,10.00,13.45,16.28,18.44,20.00,20.81,19.72,19.24,16.55,14.32,1.0,2.0
0.00,7.21,3.61,3.16,6.40,9.43,11.66,13.60,15.00,14.14,14.87,15.00,13.04,11.18,9.85,7.28,5.10,2.00,1.00,3.16,5.10,7.07,8.25,10.05,11.18,11.05,11.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,13.15,15.30,16.76,18.03,18.38,18.79,17.89,16.12,13.89,12.21,8.49,6.71,6.00,6.71,9.22,12.73,14.87,18.38,20.52,21.26,21.40,20.81,19.72,17.49,14.76,1.0,2.0
0.00,7.28,5.00,4.00,8.06,10.00,13.04,14.42,16.12,15.23,15.81,14.32,13.04,11.00,9.06,6.08,3.16,1.00,3.00,5.10,7.28,9.49,10.77,10.77,10.77,10.77,10.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.62,10.44,13.04,15.00,18.03,19.10,20.10,19.24,18.25,16.28,14.32,11.70,8.94,6.40,6.08,8.25,10.77,14.32,17.89,20.12,21.54,22.14,21.84,20.62,18.25,15.13,1.0,2.0
