sc_0,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_13,sc_14,sc_15,sc_16,sc_17,sc_18,sc_19,sc_20,sc_21,sc_22,sc_23,sc_24,sc_25,sc_26,sc_27,sc_28,sc_29,sc_30,sc_31,sc_32,sc_33,sc_34,sc_35,sc_36,sc_37,sc_38,sc_39,sc_40,sc_41,sc_42,sc_43,sc_44,sc_45,sc_46,sc_47,sc_48,sc_49,sc_50,sc_51,sc_52,sc_53,sc_54,sc_55,sc_56,sc_57,sc_58,sc_59,sc_60,sc_61,sc_62,sc_63,pos_x,pos_y
0.00,10.30,13.42,14.76,16.12,17.00,17.49,16.64,15.26,13.89,12.53,9.85,7.62,5.00,3.61,5.39,8.06,10.00,13.00,14.00,16.03,16.03,17.12,16.28,15.30,13.60,12.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.92,19.42,19.24,18.11,16.12,13.04,10.05,7.07,4.24,4.12,7.28,9.85,12.53,14.76,16.12,17.00,17.00,16.55,16.55,15.23,12.08,9.85,6.71,4.24,3.00,5.66,3.0,1.0
0.00,10.00,12.04,15.03,16.03,16.03,17.00,17.00,15.00,14.00,12.00,9.00,7.07,4.12,2.24,4.47,7.81,9.90,12.04,14.87,15.62,16.40,16.64,16.12,14.76,13.42,11.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,19.85,19.10,18.38,15.56,13.45,9.90,7.21,5.00,5.83,8.60,11.66,13.42,15.65,17.89,19.24,19.24,18.36,17.49,16.64,13.89,11.66,8.94,6.08,4.12,5.39,3.0,1.0
0.00,9.85,12.53,14.76,15.65,15.65,16.55,15.23,14.32,13.00,10.77,8.06,5.83,3.61,2.24,5.00,7.62,10.77,12.65,14.87,15.23,16.55,16.12,15.81,14.42,12.81,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.25,19.70,18.79,17.89,16.12,12.53,9.85,7.28,5.10,5.00,8.54,11.18,14.14,16.28,17.26,19.24,19.24,18.25,17.46,15.52,13.34,11.40,8.06,5.00,2.83,4.00,3.0,1.0
0.00,11.00,14.00,16.00,17.00,17.00,18.00,17.03,15.03,14.04,12.00,9.00,7.07,4.12,2.24,4.47,6.40,9.22,12.04,13.45,15.00,15.00,15.26,14.76,13.42,12.08,9.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.10,19.21,18.60,16.64,14.42,12.53,8.60,5.66,4.12,5.00,7.81,10.82,13.89,16.12,17.49,18.87,18.87,17.49,16.64,15.81,13.60,10.82,8.06,5.10,3.61,5.39,3.0,1.0
0.00,9.49,12.37,14.56,16.49,16.49,16.76,16.76,15.52,13.60,11.70,9.49,6.08,4.00,2.24,4.47,7.21,10.82,13.04,15.26,16.12,17.46,17.46,17.09,15.81,14.32,11.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.22,21.10,20.02,19.00,17.00,14.00,11.05,8.06,5.83,5.39,8.06,10.77,13.42,15.65,17.89,19.24,19.24,19.24,17.89,16.55,15.23,12.08,8.94,6.40,3.16,2.83,3.0,1.0
0.00,10.77,13.00,15.23,17.09,17.09,18.03,18.03,16.16,14.87,12.65,10.77,7.62,5.00,2.24,2.83,5.83,8.54,11.70,13.00,15.65,16.12,16.64,15.81,15.00,13.45,11.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.85,19.21,18.60,18.03,16.64,13.89,10.82,7.81,4.47,3.16,6.40,8.94,12.08,14.32,16.16,17.46,17.46,17.09,16.55,15.65,13.42,10.77,8.54,5.10,3.16,4.00,3.0,1.0
0.00,11.31,14.87,16.97,19.10,19.10,19.10,18.44,17.03,15.62,13.45,10.63,7.07,4.47,2.24,4.12,7.00,10.05,13.04,15.03,16.00,17.03,17.03,16.12,15.30,13.34,10.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.10,20.81,20.62,19.21,17.69,14.14,10.63,7.21,4.12,4.24,7.28,11.05,14.04,16.03,18.03,19.10,19.03,19.10,18.11,16.12,14.04,11.05,8.00,4.12,3.16,5.39,3.0,1.0
0.00,12.04,14.87,17.03,18.44,18.44,19.21,17.80,16.40,15.00,12.81,10.63,7.07,5.00,2.24,4.12,7.00,10.00,13.00,15.00,16.03,17.12,17.26,16.28,15.52,13.60,10.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.63,21.40,20.62,19.85,16.97,14.14,11.31,7.21,4.12,4.24,7.28,11.18,14.04,16.12,18.11,19.24,19.10,19.10,18.25,16.28,14.14,11.05,8.06,5.10,3.16,5.39,3.0,1.0
0.00,12.08,14.76,17.00,17.89,17.89,18.38,17.46,16.16,15.23,13.00,11.18,8.60,7.07,5.39,6.08,7.62,10.00,12.21,13.60,15.26,16.12,17.00,16.55,15.23,13.93,12.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.38,18.97,18.44,17.26,14.04,11.05,9.06,5.39,4.24,5.00,8.54,11.70,13.93,15.81,16.76,18.68,18.68,17.46,16.28,15.30,13.15,10.44,7.62,5.66,5.10,7.07,3.0,1.0
0.00,12.21,15.00,16.40,17.80,18.60,18.03,18.03,16.64,15.26,13.60,10.82,7.81,6.40,4.12,4.47,7.07,9.43,11.66,13.89,15.26,16.40,17.03,16.28,15.56,14.21,12.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.02,20.25,19.92,17.72,15.30,12.17,9.49,6.71,4.47,7.07,9.49,13.00,15.23,17.46,19.31,20.25,20.25,19.31,18.03,16.76,14.87,12.65,8.94,7.07,6.32,7.07,3.0,1.0
0.00,10.00,13.04,15.03,16.03,17.03,17.03,17.03,16.03,14.00,12.00,10.00,8.06,5.10,2.83,3.16,5.00,7.81,9.22,12.04,12.73,14.14,14.21,13.60,13.04,11.66,10.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.10,19.21,18.60,18.03,15.26,13.89,10.30,7.21,4.47,4.47,6.40,10.82,12.53,14.76,17.00,18.36,18.36,18.36,17.49,16.64,13.89,11.66,8.94,6.32,4.12,4.47,3.0,1.0
0.00,9.00,12.04,14.14,15.03,16.12,17.03,16.03,15.03,14.00,12.04,10.05,7.07,5.39,3.61,4.12,6.40,9.22,11.31,13.45,14.87,15.62,15.81,15.26,15.26,13.42,11.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.21,21.26,20.62,20.00,17.49,15.26,12.21,9.22,5.83,5.10,7.81,10.63,12.21,15.26,16.64,18.60,19.42,18.60,17.80,16.40,14.21,12.04,9.22,5.83,3.00,3.16,3.0,1.0
0.00,9.43,12.21,14.21,15.62,16.40,17.20,17.20,15.81,14.42,12.21,10.82,8.60,5.66,3.16,2.83,4.47,7.28,10.20,12.17,13.34,14.56,14.87,14.32,13.42,12.53,10.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.02,20.00,19.03,18.11,16.12,14.14,11.18,8.00,5.39,5.39,8.00,11.05,13.34,15.52,17.46,19.42,19.42,19.24,18.25,17.12,16.12,13.15,10.20,7.62,5.66,5.00,0.00,14.04,18.03,23.09,27.00,28.07,30.02,30.02,27.00,26.02,25.02,20.02,16.00,11.18,6.71,5.00,9.43,13.45,16.40,20.62,23.43,23.85,27.46,26.00,26.40,21.93,20.25,16.28,12.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.60,35.47,38.21,39.62,40.46,38.60,34.41,30.53,24.70,19.21,13.60,8.25,10.63,17.03,21.40,26.40,30.53,31.91,35.51,34.67,34.83,33.29,30.61,26.25,19.42,15.26,10.44,4.24,3.0,1.0
0.00,9.49,12.37,14.32,16.49,16.49,17.72,16.76,15.81,14.87,13.60,11.40,8.25,6.08,4.12,4.47,6.00,8.25,10.44,12.37,14.56,15.30,16.12,15.03,15.00,14.04,12.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.10,20.12,20.62,19.31,18.03,14.56,11.70,8.54,5.66,5.10,6.32,9.43,12.04,14.87,16.28,17.80,18.44,18.44,17.80,16.40,14.21,12.21,9.22,6.40,4.12,4.24,0.00,17.20,21.02,23.32,26.42,28.02,28.65,29.68,29.15,26.93,22.47,19.24,16.55,13.60,7.21,4.00,7.62,11.40,15.81,19.65,22.14,22.47,26.00,25.06,23.85,20.59,20.25,16.28,12.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,33.06,37.34,37.66,37.64,37.00,33.62,28.46,23.41,18.97,11.00,7.81,10.44,15.13,21.10,27.00,30.15,34.01,35.06,35.00,35.01,32.00,31.02,26.02,21.02,15.03,10.20,8.49,3.0,1.0
0.00,9.06,12.37,14.56,16.49,16.49,17.46,17.26,16.28,14.14,13.15,11.18,8.25,5.39,3.61,4.12,6.40,8.49,11.31,14.14,14.87,16.40,17.20,16.64,15.26,13.89,12.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.93,21.95,21.95,20.25,18.60,16.40,12.81,9.43,7.28,5.39,7.81,9.85,12.65,15.81,16.76,19.31,19.31,18.97,18.38,17.46,15.23,13.00,9.85,7.07,4.12,4.47,3.0,1.0
0.00,10.00,12.21,14.42,16.64,17.20,18.03,17.20,16.40,15.00,13.60,11.40,8.60,6.71,4.12,2.83,5.10,7.00,10.00,12.00,13.00,14.04,15.03,15.13,14.32,12.37,10.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.42,20.22,19.10,19.03,17.00,14.00,11.00,8.06,5.39,4.12,7.07,9.85,12.08,14.76,17.00,18.79,18.79,18.79,17.46,17.09,15.23,12.08,9.85,6.40,4.47,4.12,3.0,1.0
0.00,8.00,11.05,13.04,15.03,15.03,16.03,16.00,15.00,14.00,12.00,10.00,7.07,5.39,2.83,3.16,5.83,8.60,10.63,12.81,13.60,15.26,15.26,15.65,14.32,13.00,11.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.62,21.26,20.52,19.10,17.03,14.21,12.04,8.49,6.71,5.10,7.21,9.22,12.21,15.26,16.12,17.49,18.87,17.49,17.20,15.81,14.42,12.21,9.43,6.71,4.00,3.61,3.0,1.0
0.00,9.43,11.66,13.42,15.65,15.65,16.12,16.12,15.26,13.89,12.53,10.82,8.06,5.39,3.00,3.16,5.10,7.28,10.44,12.37,13.34,15.13,15.03,14.00,13.00,12.04,11.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.12,20.62,20.25,18.68,16.76,14.32,11.40,8.54,5.66,5.10,7.62,11.18,13.04,15.81,18.03,19.42,19.42,18.87,18.87,17.49,16.12,13.89,10.82,7.81,5.39,4.12,3.0,1.0
0.00,10.30,13.00,16.16,17.46,18.38,18.38,18.79,17.46,15.65,13.42,12.08,8.94,6.32,4.00,3.61,5.00,8.25,10.44,12.37,14.32,15.13,16.03,15.03,15.00,13.04,11.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.02,21.54,20.88,19.65,17.46,15.30,12.17,8.25,5.00,4.12,7.62,10.82,12.81,16.40,17.80,20.00,20.00,20.00,18.60,18.03,15.81,13.60,10.00,7.81,5.10,5.39,3.0,1.0
0.00,8.54,11.18,13.42,15.65,16.55,16.55,16.55,16.16,13.93,13.00,10.77,8.06,5.83,3.61,4.12,6.40,8.60,10.82,13.60,14.21,15.62,16.28,15.62,14.87,13.60,12.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.21,21.59,20.88,20.25,18.38,15.23,13.00,9.49,6.00,5.00,6.71,10.20,12.04,15.03,16.03,18.11,18.11,18.11,18.25,16.28,14.32,12.17,9.06,7.00,4.47,4.12,3.0,1.0
0.00,9.22,12.04,14.14,15.56,16.28,17.69,17.03,16.28,14.87,13.45,10.63,8.49,6.40,4.12,3.16,5.00,7.28,9.49,11.40,12.65,13.93,14.32,14.32,13.42,12.21,10.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.03,20.00,19.03,18.03,16.12,14.14,11.18,8.06,5.10,4.47,6.00,9.22,11.40,14.56,15.81,17.46,17.72,17.72,16.49,16.28,14.32,12.37,9.49,6.71,5.00,5.00,3.0,1.0
0.00,9.22,12.37,15.30,16.49,17.46,18.44,17.72,16.49,15.52,13.34,12.37,9.22,7.00,4.47,4.47,6.00,8.25,10.44,12.65,14.56,15.52,16.28,16.12,15.03,14.04,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.63,21.95,21.47,21.02,18.38,15.81,12.65,9.85,6.40,5.10,6.71,9.22,12.73,15.56,16.97,19.10,19.10,18.38,18.44,17.03,15.62,12.81,9.90,6.40,4.12,4.24,3.0,1.0
0.00,8.60,10.82,13.89,15.81,16.64,16.64,16.40,16.40,14.42,12.21,10.82,8.06,6.32,4.00,4.24,5.39,8.06,10.05,12.04,14.14,15.13,15.30,15.52,14.56,13.93,12.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.88,21.59,20.40,20.10,18.03,15.00,12.00,9.06,6.32,4.47,6.08,9.49,12.08,14.32,16.55,17.46,18.38,17.46,17.46,15.81,14.87,11.70,9.49,6.71,3.61,4.12,3.0,1.0
0.00,9.22,12.21,14.42,15.81,16.64,17.20,17.20,15.81,15.00,13.60,10.82,8.60,6.71,4.00,3.61,5.10,7.07,9.00,11.00,13.00,14.00,14.04,14.04,13.15,12.17,10.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.24,20.10,20.00,18.03,17.03,14.14,11.18,8.06,4.12,3.16,6.08,9.49,12.08,14.32,16.55,18.38,18.38,18.38,17.46,15.81,13.93,11.70,8.94,6.40,4.47,4.12,0.00,14.32,17.46,19.92,25.63,25.63,27.51,27.51,28.16,26.68,24.04,19.31,15.52,11.18,6.40,3.00,5.83,11.70,16.76,20.12,23.26,23.71,25.55,25.06,24.41,22.80,20.25,17.69,14.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.41,36.89,38.60,40.46,39.62,36.80,34.06,29.83,23.60,18.03,10.00,7.00,10.00,17.49,21.19,26.25,29.41,34.01,35.11,35.47,34.01,31.38,30.87,25.08,20.25,15.81,9.22,5.83,3.0,1.0
0.00,9.43,11.66,13.89,15.65,15.65,17.00,16.12,15.26,13.89,12.53,10.30,8.06,5.39,3.00,3.61,5.00,7.07,10.20,12.17,13.15,14.04,15.03,15.00,14.00,13.04,11.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.10,20.59,21.02,19.31,18.03,14.56,11.40,8.54,5.66,5.00,7.62,10.82,14.21,16.40,17.80,20.00,20.00,20.00,18.87,17.49,15.81,13.04,10.00,7.07,5.39,4.47,3.0,1.0
0.00,9.90,12.73,14.87,16.28,16.28,16.97,16.97,15.56,15.56,14.14,11.31,8.60,6.71,4.12,4.47,5.83,7.62,9.49,11.40,13.34,13.60,14.87,13.93,14.32,12.53,11.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.42,20.10,20.02,19.03,17.12,14.14,11.05,7.07,4.12,3.16,6.08,9.49,12.08,15.23,16.16,18.03,18.03,18.03,17.72,16.49,14.56,12.37,8.54,6.71,4.47,5.10,3.0,1.0
0.00,11.40,13.60,15.81,17.09,17.09,17.72,16.76,15.81,14.56,12.65,10.44,7.62,5.00,3.16,4.47,5.66,8.60,10.82,13.04,13.60,15.00,15.00,14.87,13.45,12.73,10.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.25,19.70,18.36,16.64,15.00,12.21,8.60,5.83,3.16,4.47,8.06,11.05,14.04,17.12,18.11,19.24,19.24,19.24,17.26,16.49,14.32,11.18,9.06,6.08,4.24,6.00,3.0,1.0
0.00,12.04,14.87,17.03,17.69,18.44,18.38,17.69,16.28,14.87,12.04,10.63,7.21,5.39,4.12,5.00,7.28,9.06,12.04,13.04,14.14,15.13,15.30,15.30,14.32,12.37,10.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.10,19.24,18.68,16.76,14.87,12.08,8.54,5.10,2.83,4.12,8.54,11.70,13.60,16.76,17.72,18.44,18.44,17.46,17.26,15.30,13.15,10.20,7.28,4.24,4.00,6.40,3.0,1.0
0.00,12.81,15.62,17.03,18.44,18.44,19.21,17.80,16.40,14.21,12.81,10.63,7.81,5.39,4.12,5.00,7.62,9.49,12.37,13.34,14.56,15.52,15.81,15.81,13.93,13.00,11.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.88,20.62,20.12,18.36,15.26,12.21,8.60,5.39,2.24,4.00,8.06,12.17,14.14,17.12,18.11,19.03,19.03,18.03,18.00,16.00,13.00,11.05,7.07,5.00,4.00,6.71,3.0,1.0
0.00,11.18,13.89,16.12,17.89,17.89,17.46,16.55,15.65,13.42,11.66,9.43,7.07,4.47,4.12,5.66,8.06,10.77,12.65,14.87,15.81,16.16,16.55,16.55,15.23,13.93,12.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.26,21.40,20.25,18.36,15.65,12.53,8.94,5.83,3.16,5.00,8.06,11.70,13.93,17.09,18.38,19.70,19.70,18.79,17.00,16.12,13.42,10.30,7.62,4.12,2.24,5.10,0.00,21.47,26.42,29.53,33.12,33.12,33.54,31.30,29.07,25.94,21.95,17.20,13.45,8.94,7.28,10.00,14.32,18.68,22.80,25.96,28.16,30.36,31.02,30.46,26.93,24.70,21.54,17.46,13.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.61,37.54,39.62,39.05,36.62,33.29,29.15,23.32,16.12,9.90,5.10,8.60,16.16,21.54,26.25,31.62,33.84,36.40,36.06,34.54,31.78,28.64,25.08,19.31,13.60,7.00,5.00,10.20,3.0,1.0
0.00,12.00,14.00,16.00,17.03,17.03,18.03,17.12,16.03,14.04,12.00,10.00,7.07,5.83,4.47,5.10,7.62,10.30,11.66,13.89,14.76,15.65,15.65,15.23,13.93,12.65,11.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.72,20.12,19.70,17.09,15.52,12.37,8.25,5.39,2.24,3.61,7.81,10.63,13.60,16.40,17.03,18.44,17.69,17.69,16.28,14.14,12.73,9.22,6.40,4.12,3.61,6.32,3.0,1.0
0.00,10.30,13.42,14.76,16.12,16.12,16.64,16.12,14.76,12.53,10.30,8.54,6.32,4.00,3.61,5.10,8.06,10.20,12.37,14.32,15.30,16.12,16.12,16.03,15.03,13.04,11.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.22,20.02,19.00,18.03,15.13,12.17,9.06,6.08,3.61,5.00,8.54,12.08,14.32,16.55,18.38,19.31,19.31,18.03,16.76,15.81,13.60,10.44,7.62,5.00,3.00,5.00,3.0,1.0
0.00,10.63,12.81,15.00,16.40,17.03,17.03,16.28,14.87,12.81,11.40,8.60,6.71,5.10,4.47,5.39,8.25,10.05,12.04,14.04,15.13,16.28,16.28,15.52,14.56,13.60,11.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.62,20.22,20.10,18.03,16.00,13.00,9.00,6.08,4.24,6.00,8.54,11.70,14.32,17.09,18.03,18.97,18.97,18.97,17.72,16.49,14.56,11.40,8.54,5.00,4.12,5.83,3.0,1.0
0.00,11.66,13.89,16.12,17.49,17.49,17.49,17.00,15.65,13.89,12.53,10.30,7.21,5.00,3.00,5.00,7.21,8.94,11.18,13.00,13.42,14.76,14.76,14.42,13.04,12.21,10.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.10,19.24,18.44,16.76,13.93,12.08,8.54,5.10,3.61,5.00,9.06,12.17,14.14,17.12,18.11,20.10,20.10,19.03,18.03,16.00,14.00,11.05,9.06,5.83,4.47,6.08,3.0,1.0
0.00,12.53,14.76,17.00,18.36,18.36,18.36,17.49,16.12,14.76,12.53,9.85,7.62,6.08,4.47,5.39,7.07,9.00,11.00,13.04,14.00,15.00,15.03,15.03,14.14,12.17,10.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.92,19.65,18.25,17.12,14.04,11.00,8.00,4.12,2.24,4.47,8.60,11.40,15.00,16.40,18.03,18.87,18.87,18.03,17.00,14.76,13.04,10.82,7.07,4.47,4.12,7.07,3.0,1.0
0.00,12.53,14.76,17.00,17.49,18.36,18.87,17.49,16.12,13.89,12.53,9.85,7.62,5.10,4.47,5.39,7.07,9.00,11.05,13.04,14.04,15.00,15.00,15.03,14.04,12.04,10.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.92,19.42,19.10,17.03,15.00,11.05,8.00,5.10,2.24,4.47,8.60,12.21,14.42,16.64,17.49,18.87,18.36,18.36,17.00,15.65,13.42,10.30,7.81,4.47,4.12,6.40,3.0,1.0
