sc_0,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_13,sc_14,sc_15,sc_16,sc_17,sc_18,sc_19,sc_20,sc_21,sc_22,sc_23,sc_24,sc_25,sc_26,sc_27,sc_28,sc_29,sc_30,sc_31,sc_32,sc_33,sc_34,sc_35,sc_36,sc_37,sc_38,sc_39,sc_40,sc_41,sc_42,sc_43,sc_44,sc_45,sc_46,sc_47,sc_48,sc_49,sc_50,sc_51,sc_52,sc_53,sc_54,sc_55,sc_56,sc_57,sc_58,sc_59,sc_60,sc_61,sc_62,sc_63,pos_x,pos_y
0.00,19.21,19.21,19.10,17.69,16.28,14.14,11.40,9.43,7.28,6.08,6.71,8.49,11.40,13.04,16.64,18.03,20.00,20.62,21.21,19.85,18.60,17.49,14.76,12.08,8.06,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.43,6.71,4.00,5.00,7.21,10.30,13.42,16.12,18.03,18.60,19.21,19.10,18.38,16.28,14.87,12.73,10.63,8.06,7.62,7.00,6.71,9.22,11.31,12.81,16.40,17.20,3.0,3.0
0.00,18.79,18.79,17.89,16.55,13.42,10.77,8.25,7.00,5.83,6.71,9.49,11.18,13.04,15.03,18.11,20.10,21.10,21.21,21.38,19.65,18.68,15.81,13.93,10.44,8.06,6.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.40,7.81,4.47,4.24,7.28,10.44,14.87,17.46,19.24,21.10,22.20,21.26,20.52,18.38,16.28,14.14,9.90,7.21,5.10,4.47,6.40,9.49,11.70,14.56,16.76,18.97,3.0,3.0
0.00,19.31,19.70,18.38,16.55,14.32,11.70,9.22,7.00,6.71,6.40,8.54,11.18,14.04,16.03,18.03,20.10,20.10,21.21,20.40,19.65,17.72,16.76,13.60,10.44,8.06,5.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.63,7.07,3.16,3.61,6.32,10.44,13.93,16.16,18.36,20.25,20.00,19.85,19.10,16.97,14.87,11.31,9.22,5.83,5.00,5.00,7.21,9.85,12.37,15.52,17.72,18.97,3.0,3.0
0.00,18.97,16.76,14.56,13.15,11.00,10.44,11.66,13.60,14.87,17.03,18.44,20.00,21.10,20.59,20.12,19.31,15.52,14.32,12.17,10.44,8.94,8.60,9.22,11.31,12.81,14.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.28,8.06,7.81,8.49,8.60,8.60,8.94,8.94,8.94,8.06,9.43,9.43,8.60,9.22,8.49,8.49,8.60,8.94,11.70,12.37,14.32,16.12,17.26,18.25,19.42,19.65,3.0,3.0
0.00,20.81,19.21,17.03,14.14,13.04,13.34,15.03,18.00,18.03,21.02,23.02,24.02,24.19,24.33,22.80,20.88,17.09,14.87,12.65,10.05,11.18,13.34,15.81,17.26,19.03,20.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.81,8.94,9.49,10.20,10.00,10.05,11.05,11.18,10.20,11.18,10.05,11.05,10.05,11.05,9.00,10.05,9.22,11.18,13.04,13.60,16.28,18.38,19.80,21.93,22.67,22.80,3.0,3.0
0.00,18.68,18.68,14.56,13.00,10.82,11.40,11.70,14.87,15.52,17.46,18.97,20.62,20.12,20.25,18.60,17.03,14.21,11.40,10.82,8.54,8.25,10.05,13.04,14.56,15.23,17.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.32,7.28,9.06,9.22,9.49,8.94,9.85,10.00,8.94,10.30,8.94,9.85,9.85,8.54,8.94,8.25,9.00,8.00,11.18,12.65,14.32,16.16,17.46,19.70,20.25,19.31,3.0,3.0
0.00,20.02,19.10,17.03,14.00,12.37,11.66,12.81,14.21,16.40,18.60,20.00,19.85,21.93,22.67,21.40,21.10,17.49,15.65,13.93,11.18,10.00,9.90,10.63,11.40,14.21,14.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.06,9.49,9.85,10.82,10.63,10.63,9.90,9.90,9.90,9.90,10.63,11.31,10.63,10.00,10.30,9.85,10.77,11.18,13.04,14.00,16.03,18.11,20.10,21.10,22.02,22.02,3.0,3.0
0.00,18.68,17.46,15.52,13.60,11.66,12.04,13.04,14.32,16.76,18.68,19.92,22.14,21.54,21.47,22.47,20.00,17.03,14.87,12.73,11.40,10.30,9.49,10.20,13.34,13.60,16.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.07,8.00,8.25,9.49,8.54,8.94,8.60,8.06,8.06,8.06,8.94,8.94,8.06,8.54,8.54,9.22,9.06,10.05,12.37,13.60,13.93,16.16,17.09,19.31,19.92,20.88,3.0,3.0
0.00,18.79,17.46,14.87,12.37,12.00,11.40,14.32,16.12,16.64,18.60,20.25,20.59,21.93,21.54,20.25,18.68,15.52,12.37,11.70,10.30,10.00,11.31,13.45,16.28,17.20,17.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.71,8.60,8.49,8.60,9.43,9.85,8.94,9.49,9.49,9.85,9.85,9.49,8.94,9.85,8.06,10.00,9.22,10.00,11.18,13.93,14.87,16.49,17.72,19.65,20.25,20.62,3.0,3.0
0.00,18.38,18.38,17.46,15.65,13.42,11.70,9.22,7.00,5.83,6.40,7.28,10.05,13.00,15.00,17.00,18.00,19.00,20.02,19.10,18.25,17.26,15.30,12.37,9.22,7.07,4.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.30,6.71,3.61,2.83,5.83,9.85,12.53,15.26,17.20,19.21,19.10,19.80,18.44,17.03,14.21,12.04,9.22,6.40,4.12,3.61,5.83,9.49,11.70,14.56,16.76,18.03,3.0,3.0
0.00,19.42,17.46,15.52,13.00,11.66,11.40,13.42,15.23,16.76,18.97,20.25,21.54,22.36,22.47,21.40,19.21,16.28,14.87,12.04,10.82,9.85,10.44,12.37,13.60,15.23,16.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.28,7.00,8.06,8.54,8.94,8.94,8.94,8.60,9.43,9.43,9.43,8.94,9.85,8.54,8.54,8.25,9.06,9.00,11.18,13.60,13.93,16.16,18.03,19.31,19.92,20.62,3.0,3.0
0.00,20.02,19.00,17.00,16.00,14.00,11.00,8.06,6.71,5.00,5.00,7.28,9.85,12.53,15.26,17.00,18.36,19.24,19.70,19.70,18.97,16.76,14.56,12.37,9.49,6.71,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.40,7.28,4.12,4.47,7.00,11.05,15.13,18.03,20.02,21.21,21.38,21.84,20.88,18.97,16.16,13.93,10.44,8.06,5.10,5.00,6.08,9.00,11.05,14.14,16.12,18.11,3.0,3.0
0.00,19.24,20.10,20.10,20.02,18.00,17.03,15.00,12.04,9.49,10.00,10.63,13.04,13.89,17.00,18.03,20.00,19.10,18.44,17.80,17.49,13.89,12.53,11.18,9.43,8.60,9.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.61,4.24,5.66,5.66,5.83,5.83,6.71,6.32,6.71,7.21,7.21,8.60,8.60,9.22,10.63,10.63,10.63,9.90,10.63,9.90,8.06,8.54,10.05,11.00,13.15,15.30,3.0,3.0
0.00,12.08,14.32,16.55,17.89,18.38,18.03,15.81,13.60,10.77,7.62,4.24,4.00,5.83,8.49,11.31,14.14,14.87,16.40,15.81,16.12,15.23,13.93,11.40,9.22,6.32,5.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.10,6.08,7.62,8.94,10.00,10.63,11.31,10.63,10.00,9.22,8.49,7.81,7.62,8.06,9.00,10.05,11.05,12.17,13.15,13.34,12.37,11.40,9.49,7.21,6.40,6.08,3.0,3.0
0.00,13.60,13.60,13.60,13.60,13.60,12.21,11.66,10.30,8.54,7.07,7.07,7.21,8.49,10.82,13.04,15.81,18.60,19.85,20.52,20.62,20.25,18.36,16.16,13.00,9.49,6.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.06,5.39,4.12,5.66,8.06,10.30,12.21,14.21,14.87,15.56,16.28,15.62,14.21,12.81,10.63,9.90,8.06,7.28,7.07,7.07,7.28,8.94,9.43,10.00,11.31,12.04,3.0,3.0
0.00,13.45,13.45,13.45,13.45,12.81,12.04,11.40,9.43,8.06,6.32,6.00,5.83,7.07,9.43,11.66,14.42,16.64,18.44,19.10,19.21,18.87,17.00,14.87,12.37,8.25,5.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.54,6.08,5.39,7.07,9.43,11.66,13.60,15.62,16.28,17.69,17.03,17.03,15.62,14.21,12.04,11.31,10.00,8.94,8.25,8.00,8.06,8.54,9.85,10.30,11.40,12.04,3.0,3.0
0.00,21.26,19.10,19.10,16.97,14.14,10.63,8.06,6.32,5.39,5.83,8.54,10.20,13.15,15.13,17.12,19.10,19.24,19.24,19.42,17.46,15.81,13.60,10.44,7.07,5.10,4.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,7.00,3.00,2.24,6.40,10.63,13.60,17.20,19.72,21.02,21.54,21.19,19.65,17.72,15.52,12.37,9.49,6.71,4.47,4.12,6.40,10.63,13.60,15.81,18.60,20.00,3.0,3.0
0.00,20.62,19.92,18.68,15.81,13.60,10.20,8.00,5.39,5.00,6.08,9.06,11.40,13.60,16.76,18.03,19.92,19.92,20.62,19.42,18.44,16.12,14.14,11.05,8.25,5.83,4.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.70,7.28,3.61,2.24,5.83,9.85,13.04,15.81,19.21,20.52,21.21,21.26,19.21,18.03,15.81,12.21,9.22,5.66,3.16,3.61,6.32,9.22,12.17,15.30,18.25,19.42,3.0,3.0
0.00,16.00,19.03,21.02,22.02,23.02,22.02,22.00,20.00,16.03,13.04,10.20,7.62,6.40,7.07,9.22,12.37,13.93,15.81,17.72,18.25,19.10,18.00,17.12,15.30,13.60,9.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.24,4.47,3.00,2.24,2.24,1.41,2.24,4.00,5.10,7.07,8.54,9.85,10.30,11.66,11.66,11.66,11.66,11.18,12.08,11.70,9.22,8.06,6.08,6.40,7.62,10.20,3.0,3.0
0.00,13.89,17.00,19.72,21.95,21.47,21.47,19.72,19.24,15.65,13.42,11.70,8.54,7.00,5.83,6.40,9.49,11.40,13.34,14.56,15.81,17.09,17.46,16.64,15.62,14.87,12.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.24,2.83,2.00,3.00,2.24,4.00,4.47,5.00,6.40,6.71,8.94,9.43,9.49,10.77,10.44,10.77,10.44,8.94,10.30,8.60,6.40,5.83,6.08,6.08,7.81,9.22,3.0,3.0
0.00,13.93,16.16,18.03,18.03,20.25,19.31,19.31,18.03,14.87,12.65,11.18,8.06,6.32,6.40,7.62,9.22,11.05,13.04,15.13,16.28,17.46,17.09,16.16,16.12,14.21,12.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.47,3.61,3.61,2.24,1.00,2.00,3.16,3.61,5.00,6.40,8.06,8.06,8.94,9.85,9.85,9.49,8.54,8.06,8.94,7.21,6.40,5.00,4.12,4.12,5.66,8.60,3.0,3.0
0.00,12.81,15.62,17.03,18.44,19.21,18.60,18.60,16.40,12.81,10.63,7.81,6.71,5.10,6.40,9.22,11.66,12.53,15.26,16.40,17.03,16.97,16.40,15.26,13.42,10.77,8.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,4.12,3.61,2.83,1.00,1.00,1.41,3.16,5.10,6.08,8.06,9.06,10.00,10.00,11.00,11.00,11.00,11.00,11.00,10.05,8.25,7.28,5.83,4.47,6.08,7.62,3.0,3.0
0.00,20.25,19.72,18.36,16.12,13.04,10.82,7.07,5.83,5.10,6.40,9.22,11.66,13.89,16.12,18.36,19.72,20.25,20.00,19.21,17.03,16.28,13.45,10.00,8.06,6.08,5.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,6.32,3.61,4.47,7.81,11.40,15.00,17.49,19.24,20.62,21.19,20.88,19.65,18.44,15.30,13.34,10.44,7.62,5.00,5.00,6.71,10.00,12.81,14.87,18.44,19.21,3.0,3.0
0.00,14.14,16.28,18.25,20.22,20.22,20.40,19.42,17.26,14.14,12.04,9.06,7.28,5.66,6.08,8.06,11.40,12.37,14.32,16.28,16.12,16.03,16.03,14.32,12.65,10.77,8.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.47,4.00,3.16,2.83,2.00,1.41,2.24,4.00,5.10,6.71,8.06,8.60,9.22,9.90,9.90,10.63,10.63,9.90,10.63,9.22,7.21,6.32,6.00,5.83,6.40,8.94,3.0,3.0
0.00,12.81,15.00,17.80,19.21,19.21,18.60,18.60,16.40,12.81,10.63,7.81,5.39,5.10,7.07,10.00,13.04,13.89,15.81,16.40,17.69,17.03,16.40,13.89,12.08,9.85,7.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.00,4.12,2.24,1.41,1.00,2.24,3.16,5.10,6.32,8.06,9.06,10.05,11.05,11.05,11.05,11.05,11.05,11.05,10.20,8.25,7.62,5.66,4.47,6.00,7.62,3.0,3.0
0.00,13.93,16.55,17.89,19.70,19.70,20.62,20.25,18.03,13.93,12.08,9.43,7.07,5.39,5.00,7.21,9.22,10.63,13.45,15.62,15.81,16.12,16.55,14.56,13.34,12.04,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.16,2.24,2.00,1.41,2.24,2.83,3.61,4.12,6.08,7.07,9.00,10.05,10.05,11.05,11.05,11.05,11.18,10.05,11.00,10.00,9.06,7.28,5.83,6.71,7.00,9.06,3.0,3.0
0.00,23.35,22.36,20.22,17.26,14.32,10.44,6.40,4.12,5.66,9.43,13.42,17.46,19.70,22.36,24.19,23.85,22.20,20.62,19.10,14.87,11.40,8.60,4.24,3.00,5.00,7.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.32,14.87,15.65,16.64,15.62,14.87,14.21,13.60,12.21,10.63,9.90,8.60,8.06,7.28,6.00,6.32,6.71,7.07,8.94,10.44,12.17,15.03,17.03,19.10,21.10,22.20,3.0,3.0
0.00,17.12,17.26,16.12,13.15,10.05,8.00,5.10,2.24,4.47,7.07,9.90,12.04,14.87,16.28,17.69,18.38,17.03,15.00,14.42,12.53,8.94,6.71,3.61,2.00,3.61,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.63,10.82,12.08,12.65,12.17,11.05,11.00,10.00,9.06,8.00,7.07,5.39,5.00,5.00,4.47,4.12,5.00,5.39,6.40,7.81,9.43,11.18,12.65,13.60,15.52,16.28,3.0,3.0
0.00,16.28,14.87,13.45,12.04,9.90,6.40,4.47,3.61,4.47,7.00,10.05,12.04,14.00,16.00,17.00,17.03,16.12,14.32,13.60,11.70,8.54,6.32,4.12,2.24,3.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.22,10.05,11.00,11.18,11.40,10.77,9.85,8.94,8.06,6.71,6.32,5.39,5.10,4.00,4.12,4.24,4.47,5.10,6.00,7.07,8.54,10.30,11.66,12.81,14.21,15.62,3.0,3.0
0.00,15.56,14.14,12.73,10.63,8.49,5.66,3.16,2.24,4.00,7.07,9.22,12.17,14.14,15.13,16.12,16.03,15.00,14.04,13.04,11.18,8.25,6.08,4.00,2.83,4.12,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.85,10.44,11.18,11.05,11.00,11.05,11.18,10.44,9.22,8.25,7.07,7.07,6.00,5.10,4.47,5.00,5.00,5.10,6.00,7.07,7.62,9.43,10.82,12.04,13.45,14.14,3.0,3.0
0.00,20.62,20.62,18.44,15.62,13.45,9.90,5.00,1.41,5.00,8.06,12.37,15.52,18.44,20.22,22.09,22.02,21.02,19.10,17.26,14.56,10.44,6.08,4.00,2.24,5.10,8.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.76,15.23,15.52,16.12,16.00,16.03,14.14,13.15,12.17,11.18,10.05,9.00,8.06,7.28,7.21,7.07,7.21,7.62,9.06,10.20,12.65,14.32,17.49,18.60,20.62,21.26,3.0,3.0
0.00,14.04,14.04,14.04,13.04,13.04,13.04,13.00,13.04,13.04,13.00,13.00,12.00,12.04,12.04,12.17,11.40,11.70,11.70,11.70,12.08,12.08,12.53,12.53,13.04,13.89,13.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.43,9.43,10.82,10.82,11.66,12.21,12.81,12.04,11.40,11.40,11.66,11.18,11.18,10.77,11.40,11.18,11.18,11.05,12.04,12.04,13.04,13.04,14.14,13.15,13.15,14.14,3.0,3.0
0.00,20.02,19.00,17.00,15.00,13.00,9.00,6.32,5.00,5.00,6.32,9.43,12.21,15.00,17.80,18.60,20.25,21.10,20.59,19.72,17.89,15.65,13.42,10.30,7.81,5.83,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.66,6.71,4.00,4.47,7.07,11.00,15.03,18.11,19.42,21.84,22.14,21.54,19.70,18.79,16.12,13.89,9.85,6.32,4.00,3.61,6.00,9.22,12.17,15.30,18.25,19.24,3.0,3.0
0.00,21.02,19.03,18.03,16.03,13.00,10.00,7.28,5.00,5.00,6.32,10.30,12.21,15.81,18.03,19.42,20.25,21.10,20.59,19.24,18.79,16.55,14.32,10.30,7.81,6.71,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.82,7.21,4.12,3.61,8.06,11.05,15.13,18.25,20.62,22.14,22.47,22.36,21.47,18.87,16.64,13.89,10.30,7.62,4.00,3.61,6.08,10.05,12.17,16.12,19.10,20.10,3.0,3.0
0.00,13.45,14.21,13.45,14.21,14.21,13.45,14.14,13.45,13.45,13.45,12.73,12.73,13.45,13.45,13.45,14.21,14.21,14.21,14.87,14.21,15.00,13.60,13.60,12.21,11.40,11.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.05,11.18,11.18,11.40,11.70,12.08,12.08,11.18,11.18,11.66,11.66,12.21,12.21,12.21,11.40,11.40,11.40,11.40,11.40,12.81,12.81,12.81,12.21,12.21,13.04,13.89,3.0,3.0
0.00,6.71,7.81,8.49,9.22,9.90,10.63,10.63,10.82,11.40,11.18,12.04,14.00,15.13,17.46,20.88,24.74,25.96,26.68,26.93,26.93,25.71,24.74,22.56,20.62,18.03,15.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.83,5.00,5.10,5.39,6.40,9.22,10.30,9.22,8.06,9.22,9.22,8.25,7.21,6.32,4.47,2.24,2.24,4.47,6.08,6.08,7.07,9.06,10.20,10.20,11.05,10.05,3.0,3.0
0.00,19.24,17.12,15.03,12.04,9.85,9.90,12.08,14.32,16.12,19.10,21.21,22.36,23.54,24.04,23.41,21.93,17.89,15.65,12.53,9.49,8.06,7.28,8.94,12.53,14.32,16.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.08,8.06,7.81,8.60,9.49,10.20,11.05,10.05,10.05,9.06,8.25,7.07,6.00,5.10,5.00,5.83,7.62,9.22,12.17,14.04,16.00,19.00,20.02,22.02,22.09,22.20,3.0,3.0
0.00,21.02,18.03,14.04,12.37,9.43,10.63,11.70,15.03,16.03,18.03,22.00,23.00,24.08,24.33,24.52,21.84,18.38,18.03,13.00,9.22,8.06,7.28,9.43,12.04,14.42,16.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,7.62,7.81,7.81,10.77,10.77,10.20,11.00,11.05,8.06,9.06,7.07,5.00,5.39,3.61,6.32,7.28,8.06,11.05,14.04,17.03,19.24,21.10,22.00,24.02,23.00,3.0,3.0
0.00,20.10,19.24,18.25,15.30,13.15,10.05,7.07,5.00,4.12,7.07,9.49,12.08,14.76,17.00,18.79,20.12,20.62,20.25,19.31,18.03,15.81,13.60,10.77,8.60,6.40,7.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.63,6.40,3.16,3.61,7.28,11.40,14.56,17.72,19.31,21.02,21.95,21.63,20.81,18.60,16.40,12.81,10.00,6.71,4.12,3.61,7.07,10.00,12.00,16.00,18.00,20.00,3.0,3.0
0.00,20.88,19.65,15.23,11.66,10.00,10.05,12.04,16.49,16.76,20.62,23.09,25.30,25.71,25.71,25.18,23.09,19.03,17.00,14.04,10.05,8.94,8.49,11.40,13.89,15.81,17.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.39,6.00,8.54,9.22,10.63,10.00,10.30,10.30,10.20,9.22,8.06,8.54,7.28,5.00,5.00,5.39,6.00,8.25,11.40,14.32,16.55,18.79,21.02,21.93,24.70,23.41,3.0,3.0
0.00,21.02,20.00,19.00,16.03,13.00,11.00,8.06,5.00,4.47,6.08,9.85,11.66,14.42,16.64,18.87,20.25,20.25,20.59,18.79,17.46,16.16,13.00,9.85,7.81,5.83,6.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,6.40,3.00,3.16,7.00,11.00,14.04,17.12,19.42,20.62,22.14,21.54,19.70,17.89,15.65,12.53,9.85,7.07,4.12,4.47,7.00,10.05,13.15,16.28,19.24,20.10,3.0,3.0
0.00,21.19,18.97,16.16,12.53,10.00,10.44,12.04,15.30,16.76,18.97,21.19,23.77,24.52,25.50,24.19,22.02,19.00,16.03,13.04,10.05,8.54,7.81,9.43,12.21,15.81,17.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.28,8.06,8.54,9.43,9.90,10.63,10.30,11.18,10.77,9.49,9.22,7.62,5.83,5.66,5.83,6.08,7.00,9.22,12.65,15.23,16.55,18.79,21.93,22.85,23.77,23.77,3.0,3.0
0.00,20.25,17.46,15.65,12.21,10.00,9.22,11.05,13.93,16.16,19.70,20.62,23.41,24.35,24.04,23.54,22.20,18.11,16.03,13.04,10.20,7.62,8.49,8.60,12.53,14.42,16.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.32,8.06,9.49,8.94,10.00,10.00,10.82,10.30,10.77,9.85,8.54,7.62,6.40,5.66,5.39,6.00,6.08,9.49,12.53,14.76,17.00,19.24,20.12,21.47,23.26,22.85,3.0,3.0
0.00,20.10,17.03,14.00,11.18,10.30,9.43,12.37,15.13,17.03,19.00,22.02,24.08,24.19,25.50,24.04,23.41,18.38,16.55,13.00,10.20,8.00,8.54,10.82,12.21,15.26,17.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,6.71,7.81,8.60,9.85,10.44,11.18,11.00,11.05,10.05,9.06,8.06,7.00,5.10,5.39,5.00,6.32,8.06,11.05,14.04,16.03,19.03,20.02,22.02,23.00,23.00,3.0,3.0
0.00,21.93,21.93,22.67,21.26,19.21,17.03,13.45,11.40,8.54,8.00,9.49,12.53,14.42,16.64,18.87,20.59,19.31,18.97,18.44,17.12,15.00,12.00,10.00,8.06,6.32,7.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,3.16,4.12,6.08,7.07,8.54,9.85,10.30,10.82,11.40,11.40,12.04,10.63,10.63,10.00,8.60,7.62,8.25,8.00,8.54,9.43,12.04,14.14,16.97,19.10,3.0,3.0
0.00,21.84,22.80,21.59,20.62,18.25,16.28,13.60,11.18,7.81,8.94,10.05,12.00,15.00,18.03,20.00,21.02,20.22,19.42,18.97,17.46,15.65,12.21,10.30,7.62,6.08,8.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,4.12,5.83,6.71,8.49,8.60,9.43,10.30,11.18,10.77,10.77,10.77,9.85,9.85,8.94,7.21,7.81,8.54,8.06,10.05,12.37,14.87,17.09,19.31,3.0,3.0
0.00,20.62,21.21,21.21,20.10,18.11,15.13,12.37,10.77,7.81,7.62,10.20,12.04,15.00,18.00,19.03,21.21,19.42,19.92,18.38,17.00,14.42,12.21,9.43,7.62,7.07,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,3.16,3.61,5.66,7.21,8.06,8.94,9.85,10.44,10.44,10.20,10.20,10.20,9.22,8.25,6.71,6.40,5.83,7.28,9.00,11.18,13.60,16.76,17.72,3.0,3.0
0.00,21.19,21.19,21.54,20.62,18.79,16.55,13.93,11.40,8.00,6.32,7.81,9.43,12.08,14.87,16.16,18.79,18.36,18.03,17.80,18.38,16.40,14.42,11.66,8.94,7.21,5.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.24,2.83,4.12,6.08,7.07,8.00,10.05,10.20,11.40,11.70,11.70,12.08,11.18,11.18,9.85,9.49,8.25,7.07,8.06,7.62,8.49,10.00,11.18,13.93,16.76,17.72,3.0,3.0
0.00,20.40,19.65,17.72,16.49,13.34,10.20,8.00,5.39,5.83,7.07,10.05,11.18,14.32,15.52,18.44,19.65,19.65,19.42,19.24,17.12,15.13,13.04,11.05,8.25,6.40,5.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.90,5.66,2.00,4.12,8.00,11.05,15.30,17.72,19.31,20.62,21.47,21.10,19.42,17.20,15.00,12.21,9.43,6.32,4.12,5.00,8.25,11.18,14.04,16.03,19.10,20.22,3.0,3.0
0.00,20.12,19.24,17.00,14.76,12.53,9.85,7.07,5.10,5.00,6.08,9.00,12.04,14.04,16.12,18.11,19.10,20.10,20.00,19.00,17.00,15.03,13.00,11.05,8.25,6.40,6.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.30,5.83,2.24,4.24,7.62,11.18,14.76,18.03,20.00,21.26,21.93,21.26,20.00,18.60,15.81,13.04,9.22,6.40,4.12,4.47,7.21,9.85,12.65,15.81,18.03,19.31,3.0,3.0
0.00,15.30,16.76,18.03,18.97,19.92,19.65,17.46,14.32,11.40,8.25,5.39,2.24,2.83,5.83,8.94,11.18,13.42,15.26,16.40,16.97,17.03,16.40,15.26,13.00,11.70,10.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,5.83,6.40,7.81,8.60,9.22,9.90,10.63,11.31,11.31,11.31,12.04,12.81,12.21,11.66,11.18,10.77,10.77,10.44,10.05,8.00,7.28,6.40,6.32,8.00,9.06,3.0,3.0
