sc_0,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_13,sc_14,sc_15,sc_16,sc_17,sc_18,sc_19,sc_20,sc_21,sc_22,sc_23,sc_24,sc_25,sc_26,sc_27,sc_28,sc_29,sc_30,sc_31,sc_32,sc_33,sc_34,sc_35,sc_36,sc_37,sc_38,sc_39,sc_40,sc_41,sc_42,sc_43,sc_44,sc_45,sc_46,sc_47,sc_48,sc_49,sc_50,sc_51,sc_52,sc_53,sc_54,sc_55,sc_56,sc_57,sc_58,sc_59,sc_60,sc_61,sc_62,sc_63,pos_x,pos_y
0.00,17.26,15.03,15.00,13.15,13.60,13.89,15.26,16.40,16.40,17.80,17.80,18.60,18.87,18.36,17.89,16.55,14.32,13.00,11.18,10.30,10.82,11.40,11.40,12.81,13.89,13.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.06,9.06,9.06,10.20,10.77,12.08,13.04,13.60,13.45,12.73,12.04,11.31,9.90,10.00,9.43,9.49,10.20,11.05,15.00,17.00,18.00,19.03,20.02,21.10,20.10,20.22,3.0,3.0
0.00,17.69,16.28,13.60,12.53,12.65,14.14,15.03,17.03,16.03,17.03,18.03,19.00,19.03,18.11,17.26,15.30,13.34,11.40,11.18,10.05,10.00,11.00,11.05,12.00,14.04,14.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.07,7.81,10.00,10.82,11.66,12.08,12.65,13.34,13.34,13.04,13.04,12.04,11.05,10.20,9.49,9.43,10.63,12.04,14.21,16.40,17.80,19.21,19.85,20.52,21.21,19.80,3.0,3.0
0.00,17.12,18.11,20.22,20.22,20.40,20.62,19.65,17.72,14.56,13.34,12.04,10.00,9.22,9.85,10.30,12.21,12.21,13.89,14.76,15.23,14.87,15.30,14.04,13.04,12.17,11.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.54,9.22,9.06,9.06,8.06,8.06,8.25,8.54,8.94,9.43,10.82,12.53,13.04,13.89,14.76,15.65,15.65,14.32,15.65,14.32,13.04,12.21,11.31,10.82,11.70,13.34,3.0,3.0
0.00,18.44,16.28,13.45,11.66,11.70,12.04,14.04,16.12,16.28,18.25,18.25,19.10,19.03,18.03,18.00,16.03,14.04,12.04,10.00,10.05,10.20,10.44,10.77,12.65,13.34,14.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.32,7.62,8.54,9.85,11.70,13.34,14.14,15.03,16.00,15.13,14.32,13.34,12.17,11.05,9.00,9.22,8.94,10.63,13.45,15.62,18.44,19.85,21.93,22.63,22.63,22.02,3.0,3.0
0.00,18.44,17.46,14.87,13.04,12.04,13.04,14.32,16.16,16.76,18.97,18.97,19.31,18.79,19.24,18.36,16.64,14.42,11.66,11.66,10.77,10.44,11.18,12.17,13.34,13.60,14.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,8.06,8.06,10.00,12.00,14.14,15.30,14.87,15.23,15.65,15.26,13.60,12.21,10.30,8.94,8.25,10.05,11.40,13.00,16.16,18.79,21.54,22.47,23.41,23.09,21.84,3.0,3.0
0.00,18.36,16.12,14.21,12.04,11.18,12.37,14.14,17.00,17.03,18.03,19.00,20.00,19.10,19.10,17.26,16.49,14.32,12.37,11.05,10.00,10.05,10.20,12.37,13.15,14.14,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.10,6.08,7.28,9.22,11.05,13.04,14.04,14.14,14.56,14.87,13.42,13.42,12.08,9.49,8.25,8.00,7.62,9.43,13.60,15.62,18.44,19.85,21.40,22.20,22.47,21.95,3.0,3.0
0.00,18.03,15.00,13.04,11.40,10.30,11.31,12.81,14.42,15.26,16.12,17.49,18.03,17.20,17.03,16.28,15.56,12.04,11.31,9.22,8.60,8.94,9.49,9.49,10.77,12.53,12.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.39,6.32,7.28,9.22,10.44,13.00,13.89,14.42,14.87,14.87,14.87,13.60,12.21,10.00,8.49,8.06,8.25,9.00,13.04,15.30,16.28,19.24,20.22,21.21,21.02,21.00,3.0,3.0
0.00,18.11,16.12,14.14,12.65,10.82,12.04,13.04,14.76,14.32,16.55,17.89,18.36,17.49,17.20,17.80,15.62,13.45,11.40,10.00,9.43,8.94,9.49,10.77,10.77,12.53,12.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.28,6.08,8.06,8.06,10.20,12.37,13.93,14.32,15.26,15.00,15.62,14.14,12.73,10.63,9.43,8.94,8.25,10.00,12.17,14.56,16.76,18.97,20.88,21.59,22.36,21.21,3.0,3.0
0.00,19.65,17.46,15.81,13.00,12.21,12.04,13.04,14.32,13.93,14.87,16.16,17.46,17.46,17.89,17.49,16.64,14.42,13.60,11.40,11.40,10.00,9.43,8.94,9.85,11.18,11.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,8.00,10.05,11.00,12.00,13.15,14.32,14.87,15.23,14.76,14.42,13.04,12.21,11.18,9.49,9.06,10.05,10.44,13.93,16.55,17.89,19.70,20.62,21.19,22.14,21.84,3.0,3.0
0.00,19.21,17.03,14.14,12.81,12.53,13.34,14.04,16.00,16.00,17.00,19.00,19.03,19.10,19.10,17.26,16.49,14.32,12.37,11.18,11.05,11.00,11.05,12.04,13.00,14.14,14.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.83,6.71,8.06,8.94,10.30,11.18,12.65,14.32,14.14,15.03,14.04,14.04,13.15,11.05,10.00,9.22,8.94,10.00,12.73,14.87,17.03,19.21,20.52,21.93,21.93,22.02,3.0,3.0
0.00,18.97,16.76,14.56,13.04,12.04,12.65,13.42,14.42,15.00,16.40,17.20,18.03,18.36,17.89,17.46,16.16,13.93,11.70,10.77,9.43,10.00,10.00,11.40,12.21,12.53,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.40,6.40,6.40,8.60,10.82,11.40,14.21,14.14,15.62,15.81,15.26,14.76,13.42,12.53,10.82,10.00,10.00,9.85,12.37,15.13,17.12,19.24,21.21,21.38,22.56,21.84,3.0,3.0
0.00,20.10,18.03,16.00,14.14,13.60,13.04,14.21,16.28,16.28,17.69,19.80,19.80,19.21,19.21,18.60,17.20,15.26,13.04,12.21,11.40,11.31,11.40,12.04,13.45,14.87,15.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.62,7.62,8.25,9.22,10.44,12.65,14.32,15.26,15.81,16.28,15.56,14.87,13.45,12.04,10.63,9.43,9.49,11.05,14.00,16.03,18.11,20.10,21.02,23.02,23.00,23.09,3.0,3.0
0.00,20.25,18.03,16.40,14.14,13.04,13.93,14.32,16.12,16.03,18.03,19.10,19.24,19.42,19.42,18.68,17.72,13.93,13.60,12.37,11.18,11.05,11.00,12.00,13.04,14.32,14.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.28,7.28,7.28,9.85,11.70,12.65,14.32,15.13,16.00,16.03,16.12,15.30,13.34,12.17,11.05,10.05,10.44,10.30,13.60,16.28,18.38,19.80,21.26,22.80,23.60,23.02,3.0,3.0
0.00,16.55,18.38,18.38,18.38,16.16,15.23,12.08,9.43,6.40,3.16,4.24,6.32,10.20,14.14,17.12,20.10,22.20,22.36,22.36,21.59,19.65,17.72,13.60,10.20,6.00,4.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,8.06,7.07,6.32,4.47,2.24,1.00,2.00,4.12,6.71,8.94,11.66,12.21,13.60,13.60,14.21,12.81,11.40,9.22,7.07,5.00,1.00,2.24,5.39,8.94,12.53,3.0,3.0
0.00,19.31,21.19,21.19,20.88,18.97,16.76,13.93,11.18,7.81,5.00,4.12,6.40,9.85,12.65,15.81,17.72,19.92,20.88,19.92,19.31,17.09,15.23,11.70,8.25,5.00,2.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.70,9.85,8.94,7.21,4.24,2.24,2.24,4.12,6.71,10.00,12.04,13.45,14.87,14.87,14.87,14.21,12.81,10.63,8.60,5.66,2.83,2.00,5.39,8.54,13.00,15.23,0.00,40.31,42.06,42.49,42.06,37.59,34.48,26.93,21.63,14.87,9.49,8.60,11.40,19.00,26.02,32.06,37.05,40.11,42.01,42.01,40.01,37.00,31.02,24.00,17.03,10.20,5.39,9.43,15.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,24.70,22.85,21.63,17.80,14.14,10.30,6.00,5.39,10.20,16.16,21.47,25.24,29.21,31.83,33.24,31.83,30.41,27.66,24.21,18.44,10.63,5.39,3.61,9.43,17.80,25.24,31.06,3.0,3.0
0.00,20.40,21.38,20.40,19.42,17.72,15.52,12.65,10.30,7.21,4.47,4.12,5.83,8.54,11.18,13.04,14.04,16.00,16.00,15.00,14.00,13.00,10.00,8.00,5.10,2.83,3.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.13,13.04,10.00,6.08,3.61,3.16,7.21,10.77,13.60,16.28,18.25,20.10,20.10,20.10,19.03,17.03,15.03,12.04,9.00,5.00,1.41,3.16,7.28,11.18,14.32,17.26,0.00,41.00,43.17,41.00,40.26,35.44,31.62,26.00,19.24,13.45,8.94,8.06,11.18,17.46,22.09,26.08,30.02,32.02,33.00,32.02,30.02,26.02,21.10,16.12,10.44,6.40,7.28,12.04,16.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.00,33.96,30.41,25.08,19.00,12.37,7.07,7.62,13.60,21.02,27.51,35.17,38.83,41.59,42.58,41.44,39.32,36.35,30.41,25.18,18.11,11.00,3.16,6.32,13.60,21.59,28.64,33.73,3.0,3.0
0.00,15.30,16.28,15.13,14.14,11.05,10.05,8.06,5.39,3.61,3.16,5.39,7.21,10.63,12.81,14.87,16.28,17.69,17.69,19.10,17.69,16.28,14.87,11.40,8.60,4.12,2.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.10,13.15,8.06,2.24,4.47,9.49,15.81,19.31,22.85,26.40,27.73,26.83,26.40,24.17,20.62,18.03,14.56,11.18,7.07,4.12,2.00,4.24,7.62,9.85,12.65,13.60,3.0,3.0
0.00,16.16,14.87,14.56,13.60,12.37,10.20,7.28,5.39,2.83,3.00,5.00,7.07,10.00,12.21,14.42,15.81,17.20,18.60,18.03,17.49,16.12,13.89,11.18,7.62,4.00,3.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.03,13.93,7.62,2.00,4.24,10.63,15.62,20.62,24.08,26.25,27.66,27.66,26.25,24.84,22.02,19.21,15.81,11.66,8.06,4.12,1.00,4.24,7.21,9.43,12.53,14.32,3.0,3.0
0.00,20.62,20.00,18.60,17.20,14.42,10.82,7.81,4.24,2.24,5.39,10.20,13.15,17.26,20.40,22.56,24.74,25.00,25.00,23.09,20.88,16.76,13.34,8.06,4.12,4.12,7.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.61,2.24,2.24,1.41,0.00,1.00,3.16,4.47,5.39,6.71,8.25,9.22,9.22,9.22,8.06,8.06,6.08,4.12,2.83,3.00,4.47,7.81,10.63,13.45,16.28,18.44,3.0,3.0
0.00,22.83,21.47,20.59,18.36,15.26,11.66,8.06,4.47,0.00,2.83,6.40,9.22,12.04,14.14,14.87,16.40,16.40,15.81,15.26,13.04,11.66,8.94,6.71,4.12,1.41,2.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.52,11.18,7.00,2.24,3.61,8.54,13.60,17.46,20.40,22.20,24.19,24.19,23.19,22.20,19.24,16.28,12.17,8.25,4.00,1.00,5.00,8.94,13.42,16.55,20.12,21.47,3.0,3.0
0.00,18.03,18.03,18.03,15.81,14.42,13.89,12.08,10.44,9.06,8.06,8.94,10.00,12.73,14.21,16.40,19.21,20.62,21.21,21.26,21.40,20.25,18.36,16.55,13.42,9.85,7.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.25,5.10,2.83,6.08,9.00,12.00,15.13,16.28,17.72,18.38,18.79,18.36,17.49,15.00,13.04,10.30,8.54,7.07,7.07,8.06,8.49,11.40,12.21,14.42,16.12,16.64,3.0,3.0
0.00,18.00,18.03,17.03,16.03,15.03,13.00,12.04,10.20,8.54,7.81,8.60,9.85,12.37,14.14,16.12,18.11,19.24,20.40,20.88,20.25,19.70,18.36,15.81,13.04,10.00,6.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.62,4.47,3.16,5.39,8.60,11.66,14.32,16.16,17.72,19.24,19.10,18.03,16.00,15.00,13.00,11.00,9.22,7.62,7.07,8.06,9.22,11.18,12.04,14.00,16.00,17.00,3.0,3.0
0.00,7.00,9.22,12.37,13.00,14.87,16.28,16.40,17.03,16.28,14.87,13.45,11.31,9.22,7.21,5.10,5.10,5.66,7.81,10.63,12.04,13.45,14.21,13.89,13.93,13.34,13.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.12,6.08,8.06,9.06,11.00,12.04,13.34,13.60,13.00,12.53,11.66,10.30,8.54,7.07,7.00,7.28,8.06,10.00,11.31,13.45,14.14,14.87,14.87,14.87,12.81,11.40,3.0,3.0
0.00,8.54,9.06,10.44,14.76,18.03,19.72,21.10,21.10,18.87,17.00,15.65,13.42,10.82,7.81,6.32,6.08,8.60,11.66,13.04,15.26,15.65,15.81,15.52,14.04,12.04,11.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,6.08,9.06,10.44,12.53,15.00,15.00,14.87,13.45,12.81,12.04,9.90,7.81,7.62,9.00,9.22,11.70,13.89,15.26,17.00,17.89,18.36,17.00,15.26,13.89,3.0,3.0
0.00,7.07,7.21,10.63,14.42,16.64,18.87,20.25,20.25,18.03,17.20,15.26,13.04,9.85,8.06,6.32,7.81,9.43,12.53,14.42,16.40,18.44,18.38,17.80,16.64,14.32,13.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.24,4.47,5.10,8.00,10.05,12.17,13.60,13.93,14.76,13.89,13.04,12.21,10.82,8.94,7.07,7.07,8.06,10.63,12.73,14.87,15.62,16.40,17.03,15.62,13.60,12.21,3.0,3.0
0.00,8.54,8.00,9.85,12.21,14.87,17.69,19.10,19.10,17.03,16.40,15.00,12.81,10.63,8.49,5.83,5.10,7.21,9.90,12.04,14.14,15.62,17.20,17.00,16.16,15.52,15.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.32,7.28,9.22,11.40,12.65,13.89,15.00,15.62,15.56,14.87,12.81,12.04,9.90,8.60,7.28,8.00,9.22,11.70,13.42,16.12,17.49,18.03,18.03,16.64,14.42,13.04,3.0,3.0
0.00,13.60,15.52,16.49,17.72,17.72,18.03,18.38,16.16,13.93,12.65,10.20,9.00,8.25,8.94,10.82,12.04,12.81,15.00,15.81,16.12,16.16,15.52,15.13,13.00,12.04,10.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,4.12,4.00,5.00,6.00,7.07,7.07,7.07,7.07,8.06,8.06,8.06,8.00,8.00,10.05,10.05,10.20,10.20,11.40,10.44,9.85,10.30,10.00,10.63,10.30,3.0,3.0
0.00,13.00,14.87,16.16,17.09,18.38,17.46,17.46,16.55,13.42,11.18,9.49,8.06,8.06,8.54,10.00,12.04,12.81,13.60,15.26,15.65,15.81,14.32,14.04,12.04,11.18,9.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.24,2.24,3.16,4.12,5.10,5.10,5.10,6.32,6.32,7.28,7.28,7.28,8.25,8.06,9.06,9.00,10.00,10.00,11.00,11.05,10.05,9.22,9.49,8.94,8.49,10.00,3.0,3.0
0.00,13.89,16.12,17.49,18.36,19.24,18.79,18.38,17.46,14.32,12.08,10.82,9.22,8.06,9.49,11.05,13.04,13.04,15.03,16.28,16.76,16.55,16.12,15.00,13.45,11.31,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.24,2.24,3.61,4.24,5.00,5.66,6.40,6.40,7.21,7.21,7.21,7.81,8.49,8.49,9.22,9.22,10.00,10.00,11.40,10.82,11.66,10.30,10.44,9.06,10.00,10.44,3.0,3.0
0.00,13.34,15.30,17.26,18.44,18.68,18.68,18.03,16.76,13.60,11.40,10.05,9.06,8.54,9.43,11.40,13.45,14.14,15.62,16.40,17.49,16.55,15.81,15.30,13.15,12.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,3.00,4.00,4.00,5.00,5.10,6.08,5.10,6.08,7.00,7.00,7.00,8.00,8.06,9.06,9.22,10.20,9.22,9.49,9.85,8.60,8.49,8.60,9.85,3.0,3.0
0.00,15.13,18.25,19.24,20.22,21.21,21.10,20.02,19.03,15.03,13.15,11.18,9.85,9.22,10.82,11.70,13.93,15.23,17.46,18.36,19.42,18.44,17.69,16.40,14.76,13.00,10.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.16,3.00,3.16,4.12,5.10,5.10,7.28,7.07,8.06,8.06,8.06,8.25,8.25,9.49,9.85,10.77,11.18,11.66,12.53,12.53,12.21,11.40,10.63,10.30,10.44,11.05,3.0,3.0
0.00,13.60,16.16,17.46,19.31,20.25,20.88,20.62,19.65,15.52,13.60,11.70,10.30,9.90,10.30,11.40,13.34,14.32,16.49,18.03,17.89,18.03,17.80,16.28,15.00,12.53,11.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.16,3.16,3.00,3.16,4.47,5.39,5.83,7.28,7.62,7.62,8.54,8.54,8.94,8.94,9.43,10.00,10.63,10.63,12.73,12.73,12.04,11.40,10.82,9.85,10.20,10.00,3.0,3.0
0.00,13.34,15.03,16.03,18.03,17.12,19.24,18.25,18.25,14.32,13.34,11.00,10.05,9.49,9.43,10.63,12.04,12.81,14.87,16.28,15.81,16.12,15.65,15.81,14.32,13.04,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.24,2.24,3.16,2.24,4.12,5.00,5.10,6.00,6.00,7.00,7.07,7.07,8.06,8.06,9.22,9.49,9.49,10.44,11.70,11.70,12.08,11.18,10.30,9.90,9.22,9.43,3.0,3.0
0.00,14.04,16.12,17.72,19.24,20.00,18.25,20.02,18.11,16.03,14.04,11.18,10.20,10.44,9.22,10.00,13.04,12.21,13.89,15.81,16.40,16.97,17.80,17.00,15.23,14.32,13.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,3.16,3.16,4.12,6.32,6.32,7.28,8.06,8.06,7.28,9.06,7.28,9.49,9.22,11.18,10.00,10.30,12.81,11.18,10.82,12.73,10.63,11.31,11.66,9.22,3.0,3.0
0.00,15.26,14.32,17.89,19.24,22.83,19.72,21.10,18.44,14.21,14.42,9.49,9.85,8.00,10.77,10.77,13.04,13.04,15.26,16.55,17.09,17.72,16.12,15.00,14.04,12.37,10.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.16,2.83,2.83,3.61,4.47,5.83,5.83,6.71,7.21,7.21,8.60,7.81,7.62,8.54,9.49,9.85,10.20,10.20,12.37,12.17,12.04,11.05,10.20,10.20,8.60,10.00,3.0,3.0
0.00,12.53,14.87,16.76,17.00,17.46,18.97,20.25,18.79,16.16,12.81,8.25,11.18,9.22,10.77,10.82,13.04,14.42,15.26,16.12,17.46,16.76,16.28,15.13,14.00,12.04,11.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,1.41,2.24,2.24,4.12,4.12,5.39,5.83,5.83,5.83,5.83,6.32,7.28,8.25,8.00,8.25,8.00,11.05,11.05,10.00,10.00,10.20,9.49,8.49,10.63,3.0,3.0
0.00,16.55,17.46,16.55,16.16,13.00,12.08,9.85,8.06,6.40,5.10,6.32,8.06,10.82,12.81,15.62,17.80,19.42,19.72,20.59,19.70,18.97,16.49,14.14,11.18,7.07,4.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.82,7.21,5.83,5.00,7.62,10.30,13.04,14.76,17.00,18.38,19.31,18.68,17.46,16.49,14.32,12.37,10.44,8.06,6.40,5.83,6.08,8.25,9.49,12.08,13.42,14.76,3.0,3.0
0.00,18.00,19.03,18.03,17.03,15.03,14.04,12.00,9.06,7.62,7.07,7.62,9.06,12.04,14.14,16.12,19.10,21.02,21.00,22.02,21.21,20.62,18.97,16.16,12.08,8.54,5.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.05,7.00,4.47,4.47,7.00,9.06,12.04,15.03,17.00,18.11,18.11,18.25,17.46,16.49,13.34,12.17,10.05,8.00,6.32,6.40,7.21,9.22,11.05,13.00,15.00,17.00,3.0,3.0
